edad,horas_ejercicio_semanal,calorias_diarias,horas_sueno,pasos_diarios
34.55,3.12,2100.02,7.19,9483.72
40.67,4.41,2297.99,7.22,10237.65
31.37,3.47,2058.6,6.66,8151.95
35.26,3.38,2068.48,7.54,11215.86
42.05,4.41,2103.63,6.88,8405.01
37.02,3.17,2398.54,6.85,9031.09
35.4,2.83,2169.65,7.84,11038.08
36.62,5.38,1907.0,7.21,11926.33
33.72,4.46,2345.21,7.37,12537.24
39.16,3.79,2163.23,7.54,11689.28
33.72,4.0,1978.07,6.74,9481.48
28.73,4.4,2162.0,7.5,7534.35
33.75,4.78,2262.52,6.8,12248.09
31.91,3.4,2248.49,6.78,12193.11
34.1,4.29,2415.81,6.89,8924.84
34.17,3.59,2097.67,6.75,11473.9
38.83,3.85,2205.61,7.33,9468.52
37.22,4.13,2116.05,7.11,12402.04
35.84,3.99,2014.94,6.8,9176.22
34.99,4.59,2306.26,7.27,13165.84
31.61,4.39,2255.59,6.89,11257.79
28.02,2.79,2234.04,6.87,12876.07
35.36,2.91,2251.21,7.02,9257.92
37.54,3.7,2117.74,7.19,10648.05
34.65,5.46,2079.32,7.16,8449.15
33.29,3.32,2204.52,6.85,11350.38
36.49,3.83,2339.35,7.34,11438.47
34.73,3.57,2392.97,6.91,13835.24
40.39,3.56,2295.45,6.74,10771.26
38.94,4.14,2203.5,6.41,11158.55
38.07,5.12,2232.37,7.39,9246.67
37.42,4.36,2201.39,7.0,10866.21
30.87,3.36,2076.89,7.08,9392.17
37.12,6.2,2202.96,7.42,10185.38
36.2,4.06,2039.82,6.81,10279.23
36.94,3.54,2185.11,6.45,9436.31
36.58,5.13,2396.33,7.03,10100.71
36.45,3.62,2298.74,7.12,9399.53
43.64,5.33,2089.23,6.89,9392.43
34.76,3.3,2191.31,7.59,11722.66
38.0,5.14,2099.87,6.01,10280.66
33.49,4.16,2192.5,7.45,10555.31
37.53,5.03,2324.93,7.32,7668.31
38.01,5.52,2278.36,7.18,10677.53
36.17,3.09,2498.1,5.67,10848.68
40.34,5.02,2343.1,7.51,9362.66
32.17,2.87,2224.48,6.59,13336.05
33.44,3.16,2281.26,6.8,6337.24
35.68,3.36,2175.71,6.93,11254.99
37.82,4.4,2064.7,7.16,11140.49
35.57,4.03,2356.69,7.26,10866.53
39.11,3.87,2321.08,7.36,10281.94
32.88,4.12,2171.07,7.33,10881.09
31.35,4.47,2232.87,7.1,11389.08
35.99,4.53,2348.91,7.17,8838.58
34.75,4.88,2301.56,6.56,10478.71
36.74,5.46,2024.43,6.7,9706.69
34.91,3.98,2229.23,7.36,8249.97
33.91,3.58,2179.88,7.33,11147.47
34.76,4.49,2333.56,7.29,9097.02
35.09,3.08,2323.73,6.79,7603.43
34.02,3.46,2358.23,7.36,9137.42
34.35,4.8,2065.85,6.54,8721.76
33.71,3.9,2105.91,7.43,11645.57
37.74,3.03,2333.69,6.9,10245.11
35.62,2.81,2129.0,7.67,12211.81
42.22,4.04,2017.43,6.39,8933.51
35.51,4.91,2263.91,7.71,11398.67
33.24,4.9,2134.33,6.86,14543.4
43.55,4.09,2414.77,6.85,10569.65
36.32,5.61,2235.54,7.08,11378.64
38.17,3.92,2219.23,6.72,11109.63
36.89,3.89,2155.69,6.97,7724.68
36.99,1.95,2390.9,6.7,10937.31
36.71,3.64,2243.03,6.72,10490.33
31.47,4.68,2150.98,7.19,9584.4
36.18,5.25,2104.71,6.64,8585.54
30.76,3.34,2191.18,6.69,11110.37
34.44,4.37,2082.68,6.45,8444.15
32.68,4.84,2323.47,6.8,13413.83
36.14,4.01,1983.0,7.52,10182.67
36.07,2.17,2183.26,6.66,8042.71
36.54,4.2,2273.22,6.71,9177.61
35.92,4.61,2241.05,7.08,9554.99
33.06,3.24,2113.93,6.85,13859.8
34.16,3.8,2279.23,7.89,8584.66
37.95,3.08,2093.68,6.93,9814.05
38.42,1.94,2197.31,7.13,9139.47
31.33,4.82,2278.22,7.38,10798.81
30.1,4.0,2255.55,7.37,9164.99
32.67,5.28,2119.0,7.09,8177.51
38.34,4.69,2343.7,6.94,9687.53
38.89,3.72,2210.4,7.81,9520.97
32.04,3.93,2289.16,6.96,9052.41
35.98,4.45,2383.49,6.82,9137.9
40.87,4.77,2334.1,6.74,11895.51
36.33,4.26,2334.42,6.31,9488.42
39.55,4.88,2223.12,7.33,8185.4
38.2,3.76,2295.27,6.06,9260.61
32.09,3.2,2225.63,7.0,10086.94
34.39,3.95,2054.88,6.92,7861.97
35.11,4.16,2236.33,7.9,12601.56
35.33,3.04,2230.76,6.27,11388.13
37.93,2.93,2270.05,6.64,12288.28
36.31,4.36,2184.64,6.95,10627.41
25.6,3.67,2108.63,6.92,6650.08
30.8,3.87,2278.78,6.78,12456.53
28.0,3.71,2042.41,6.97,8618.29
35.56,5.22,2375.06,6.5,8748.5
35.77,5.01,2172.23,7.14,10250.12
35.91,3.01,2229.46,6.07,12205.17
31.93,3.57,2267.03,6.99,11685.26
37.16,4.68,2270.88,6.76,11450.05
37.29,4.48,2030.92,7.41,9501.08
30.98,3.97,2298.89,7.7,9475.83
30.31,3.09,2236.38,6.87,10553.51
35.0,3.45,2123.77,7.56,9791.89
40.73,3.59,2110.04,6.87,11422.91
40.44,4.22,2159.91,6.61,11328.19
36.8,5.36,2044.15,7.7,10946.15
32.66,3.45,2406.67,7.21,5958.46
37.84,3.18,2378.34,7.0,10204.78
33.55,3.91,2254.2,7.27,9825.83
32.54,4.83,2173.19,7.11,10268.84
28.14,2.84,2176.35,6.97,8793.08
35.33,5.16,2290.97,6.47,7880.34
32.98,3.86,2410.94,6.89,10741.02
35.31,3.41,2131.55,7.25,9429.92
27.64,2.72,2065.89,6.95,10919.51
35.54,4.57,2385.72,7.36,8926.54
27.22,3.86,1985.54,7.15,12265.46
38.48,4.14,2078.98,6.65,11601.7
36.67,3.28,2170.38,6.47,10474.92
34.11,3.74,2012.75,6.94,9658.74
36.8,3.61,2333.46,6.79,11363.85
31.87,3.92,2302.83,7.13,10628.08
35.23,3.46,2131.02,6.71,10381.73
37.54,2.77,2353.55,6.75,11668.58
25.1,6.18,2373.92,7.42,12282.46
33.57,2.91,2186.42,7.06,7996.14
34.93,4.15,2145.92,6.72,8319.39
34.37,2.58,2471.15,7.01,8751.58
39.66,2.4,2286.54,7.55,7596.12
31.4,4.08,2230.76,7.12,9899.6
33.01,4.14,2363.63,7.24,10960.19
28.87,5.01,2236.23,6.7,9965.73
39.83,4.32,2139.33,7.41,9145.41
34.21,3.88,2209.62,7.93,11802.33
33.6,3.24,2324.64,6.68,10224.89
34.83,5.2,1960.94,6.53,10548.77
37.04,4.74,2165.44,7.07,11846.78
36.11,3.0,2365.97,7.35,9802.81
43.47,4.03,2138.58,6.96,13296.34
36.45,4.12,2385.53,6.58,9283.5
33.51,3.72,2369.77,6.96,13196.72
33.2,4.62,2192.14,7.24,8440.42
33.74,4.67,2131.78,6.84,10827.98
30.19,3.85,2165.52,7.24,8971.95
35.13,3.78,2519.75,7.47,11791.31
37.51,5.2,2424.93,7.1,9234.83
33.04,4.75,2215.05,6.99,10465.39
32.42,4.06,2127.02,7.33,8959.13
39.85,2.7,2214.04,6.66,11499.56
30.44,4.28,2229.26,6.62,8950.8
28.38,4.56,2050.8,6.89,12693.46
31.31,1.8,2209.6,6.8,8406.4
30.07,4.2,2358.69,6.68,7847.0
36.24,3.67,1984.08,7.73,11522.48
33.85,3.82,2299.19,7.87,9053.37
34.3,3.27,2364.98,6.86,9988.42
38.69,3.88,2132.73,7.04,9484.41
32.79,5.11,2403.3,6.92,7899.83
37.48,3.64,2117.16,7.44,9876.81
39.84,4.77,2252.93,7.52,12023.87
33.54,3.35,2163.19,6.29,11605.02
37.36,4.61,2163.16,7.19,10370.87
34.23,4.0,2125.92,6.48,11779.63
37.96,4.28,2283.83,7.7,8304.77
29.97,4.01,2301.86,7.18,9479.27
29.73,4.51,2192.27,6.67,10633.29
33.75,1.95,2036.8,6.9,9791.34
32.16,2.86,2248.38,6.88,9605.08
33.35,4.33,2250.64,7.21,8078.97
34.3,2.37,2173.99,7.42,6669.85
37.3,3.58,2424.07,6.54,11308.59
33.7,3.96,2012.33,7.74,10389.15
32.36,3.34,1933.93,7.64,11443.2
33.88,3.45,2112.3,6.65,9300.42
32.54,4.22,2285.25,7.03,8859.56
32.01,4.81,2073.3,7.68,10010.48
29.84,3.23,2082.28,7.49,11366.72
35.22,3.54,2314.12,6.87,9629.68
33.18,3.41,2255.51,7.33,11282.86
38.09,2.06,2245.25,8.2,8389.91
30.37,4.11,2293.77,7.04,9741.68
33.27,4.75,2148.98,6.75,9887.82
40.8,4.81,2154.52,7.07,11962.22
31.99,3.3,2297.17,7.1,10332.2
34.24,3.0,2038.61,6.79,12793.72
31.11,4.02,1942.87,7.18,7843.7
30.69,4.66,2148.01,6.5,10207.87
39.95,4.12,2311.7,6.73,10287.04
35.55,4.23,2230.67,7.3,10992.15
35.43,4.91,2302.87,6.3,8698.62
29.57,3.41,1958.04,7.36,12695.11
36.15,3.82,2237.86,6.2,10020.74
38.7,5.31,2278.46,6.31,8260.69
38.68,3.84,2037.9,6.8,9974.36
37.14,2.99,2303.45,7.11,9498.94
31.39,3.46,2186.62,7.53,14453.18
36.0,3.25,2568.56,7.02,11679.91
37.14,4.29,1938.73,6.9,10079.46
29.26,3.28,2364.29,7.23,9820.93
31.41,4.22,2152.7,6.65,11521.69
37.84,3.41,2005.94,7.06,11598.18
37.8,2.3,2136.77,6.52,5341.52
30.04,4.25,2233.3,7.03,11028.79
37.54,4.12,2324.5,6.95,10044.75
35.3,4.41,2406.64,6.68,7902.17
37.5,3.46,2370.63,7.07,11408.34
32.97,3.38,2084.15,7.06,13593.9
37.06,4.32,2335.62,7.47,10890.87
37.7,5.22,2246.95,6.36,11760.69
33.88,4.01,2121.45,6.97,12886.59
35.06,4.34,2174.57,6.7,8671.58
32.92,3.74,2114.82,7.35,7027.89
40.29,2.77,2204.45,7.3,11050.99
34.62,4.77,2112.44,7.2,9603.82
32.05,4.73,2076.64,6.72,7801.32
32.71,4.57,2257.49,7.35,9874.93
35.41,3.85,2275.45,6.39,11164.08
37.41,4.48,2177.49,6.31,9761.65
30.73,4.72,2364.12,6.49,8741.08
40.91,5.3,2168.75,6.99,9642.39
35.99,4.79,2163.67,7.27,9968.84
36.49,4.05,2279.26,5.81,6912.83
34.69,2.95,2184.11,7.53,9771.56
35.06,4.12,2210.18,7.05,7849.06
34.53,4.21,1897.55,6.37,11054.44
38.26,4.57,2202.0,7.04,7502.33
34.97,5.08,1980.74,7.44,11620.31
37.45,3.92,2053.49,7.24,9345.34
33.61,5.68,2039.76,7.44,9131.24
35.63,2.59,2074.89,6.45,10471.13
32.43,4.34,2134.14,6.83,8614.34
38.89,3.36,2141.62,6.63,10445.99
32.33,2.47,2279.71,7.69,8828.63
33.96,3.84,2226.69,7.26,9109.22
33.99,2.83,1971.87,8.14,10648.57
33.87,3.87,2210.0,6.81,8178.27
37.31,4.03,2238.19,6.71,7977.06
33.99,4.89,2160.57,6.94,10397.16
39.46,2.79,2192.69,7.55,9956.96
32.38,4.73,2222.84,6.85,10269.91
35.54,4.08,2291.75,7.05,10524.22
32.52,4.82,2011.01,7.04,10091.8
36.35,3.65,2170.68,7.02,10972.95
34.95,2.93,2381.0,6.74,10155.9
34.5,3.03,2370.0,6.95,6788.31
38.8,2.97,2302.11,6.93,7203.38
32.91,4.38,2264.42,7.0,13084.72
36.88,5.18,2398.56,7.38,10000.11
32.54,3.55,2430.14,7.7,11520.39
35.36,4.5,2184.51,6.66,9446.87
31.17,2.78,2083.67,6.84,9907.18
32.88,4.14,2167.56,6.67,9274.62
34.74,4.53,2571.6,7.07,13945.48
40.81,2.84,2011.68,6.78,10405.19
35.32,3.84,2143.54,7.1,9144.23
40.29,4.57,2030.48,7.44,7357.54
35.71,1.65,2214.97,5.99,13157.97
33.76,5.07,2055.68,7.2,9738.75
39.93,4.28,2186.95,6.82,11190.77
36.4,4.57,1965.99,7.18,11369.6
32.94,3.67,2274.11,6.64,9259.47
36.51,2.62,2346.68,7.48,11075.92
34.06,4.43,2153.93,7.37,9033.38
28.64,3.93,2183.78,7.23,8415.32
38.0,4.03,2180.39,7.32,11863.14
38.5,4.87,2221.71,6.7,9746.9
40.88,4.61,2195.42,6.75,10829.62
36.35,5.54,2292.17,7.3,10657.47
34.2,4.12,2347.96,6.69,11020.69
37.67,3.45,2102.31,7.58,7509.54
37.72,3.85,2162.88,6.87,9063.54
40.24,4.33,2308.19,7.2,9480.84
34.86,4.81,2029.4,7.84,8669.63
34.47,2.83,1963.51,6.72,10686.41
32.71,4.01,2227.16,7.03,11899.03
36.72,5.29,2259.56,7.42,12152.3
30.05,3.81,2113.32,7.38,9457.27
37.48,4.74,2130.56,6.87,10467.15
36.88,4.39,2108.78,6.79,10713.03
36.87,4.76,2095.97,6.91,10994.01
35.44,3.35,2283.22,7.58,8594.98
39.91,3.36,2058.34,6.89,12912.93
37.79,4.02,2168.14,7.03,11482.43
33.06,2.77,2091.36,6.83,11524.24
33.11,3.78,2025.37,7.28,11925.54
32.19,4.2,2304.42,7.06,10854.62
36.76,5.43,2137.62,6.6,8356.3
31.8,4.32,2222.61,6.61,9777.64
38.47,4.5,2019.03,6.2,7358.31
39.23,4.93,2110.97,6.67,10664.12
32.19,3.23,2290.73,7.32,9729.26
34.41,3.87,2510.47,7.53,9935.16
35.05,5.94,1962.85,7.27,11926.4
37.83,3.94,2175.87,7.22,9268.81
40.15,4.89,2249.47,6.95,9596.6
29.61,4.77,2126.07,7.31,10035.16
33.98,2.82,2301.94,7.11,7056.01
34.15,4.25,2095.99,7.72,9574.3
30.52,4.12,2218.46,6.96,6022.73
33.45,4.26,2137.35,7.54,9063.17
36.37,3.4,2346.33,7.35,11368.3
34.11,3.11,2118.84,7.29,10715.63
30.06,3.62,2157.78,6.2,9048.29
44.2,3.92,2313.48,7.37,10065.28
35.85,4.95,2076.64,6.95,8280.02
35.36,5.45,2208.25,6.82,9996.25
31.49,5.12,1981.3,6.41,14688.51
35.83,4.69,2069.45,7.0,12953.28
34.47,3.2,2245.86,7.01,10084.2
28.96,3.67,2081.12,6.48,10256.23
31.58,4.17,2134.65,6.41,8432.7
37.54,3.49,2259.17,7.19,8717.14
41.22,4.46,2130.5,7.35,10579.49
36.17,4.58,2298.74,7.08,9160.17
38.53,4.43,2225.88,7.46,11446.64
34.5,4.82,2252.28,6.97,12511.5
34.72,3.28,2348.92,6.98,10532.19
38.49,4.75,2238.38,6.63,10162.78
40.32,3.44,2384.66,6.38,7310.75
39.16,3.25,2309.35,7.74,11196.18
31.59,4.43,2137.19,7.45,8170.13
34.79,4.97,2355.18,6.44,9331.19
35.89,4.39,2231.66,7.06,11535.32
34.17,4.02,2152.64,6.96,11647.61
36.24,4.25,2233.41,6.89,9253.59
37.63,4.11,2333.48,6.84,9345.74
38.21,3.1,2254.61,7.15,8881.09
40.39,3.01,2418.69,7.33,8083.43
33.95,3.94,2330.38,7.16,8984.33
30.64,4.06,2262.78,6.95,7418.99
36.15,4.01,2076.87,6.94,11092.9
41.03,4.54,2178.43,7.37,10631.24
33.47,3.83,2208.6,7.19,10896.85
37.2,4.45,2283.6,7.03,8472.95
37.23,3.88,2276.48,6.99,8087.89
35.61,5.46,2220.34,7.14,10085.62
35.02,4.06,2214.44,6.81,10102.56
32.05,5.87,2286.45,7.33,9764.37
27.7,4.28,2096.97,6.57,9536.83
31.44,3.83,2403.46,6.84,12737.24
33.75,3.28,1954.34,7.24,10681.64
38.51,2.85,2374.65,6.55,13153.09
34.67,3.21,2194.58,6.37,12030.34
33.34,3.3,2320.31,7.03,12725.23
32.15,4.32,2243.66,6.32,8280.86
37.1,3.58,2241.52,6.48,10949.07
39.35,4.15,2266.51,7.3,9309.18
38.4,5.03,2297.09,6.92,7338.58
36.94,3.93,2160.54,7.51,12393.61
30.28,5.66,2324.18,6.52,9530.09
33.87,3.06,2069.86,6.96,8311.84
41.23,3.88,2199.36,7.16,9336.7
38.59,3.57,2300.32,6.53,8726.04
30.08,4.75,2319.4,7.41,8890.08
34.82,2.21,2255.29,7.2,9645.43
36.16,2.85,2152.79,6.36,12769.3
32.56,3.91,2307.6,6.98,8933.89
27.61,5.24,2119.68,7.15,12654.83
35.32,4.18,2410.17,6.76,11358.14
32.48,2.92,2189.84,6.41,10634.03
32.49,3.04,2015.24,7.11,11196.99
33.87,5.34,2056.64,7.88,10021.85
34.57,3.5,2205.24,6.85,12057.68
34.97,3.25,2216.78,7.63,10907.17
32.17,5.18,2436.36,6.7,7336.53
34.3,4.81,2075.38,7.09,10474.0
29.38,5.02,2204.74,7.31,11254.36
36.0,3.24,2072.87,7.0,9537.6
25.86,2.78,2140.88,6.88,10202.01
34.07,4.11,2402.08,7.29,9019.43
37.94,4.27,2063.64,7.76,7795.8
31.61,4.29,2270.45,7.12,7519.4
37.29,5.18,2247.15,6.79,7540.69
38.7,2.61,2197.1,6.92,11070.47
24.41,4.69,2262.33,8.01,6015.55
34.52,3.12,2060.8,7.05,8933.63
25.8,4.68,2398.76,6.76,8774.95
34.62,3.62,2430.98,6.54,9548.54
34.98,3.35,2205.65,6.27,7029.71
27.06,3.51,2490.77,7.15,10646.22
41.16,2.84,2152.12,7.26,7962.94
35.92,4.03,2248.05,6.84,11811.85
32.28,3.38,2371.83,6.99,9005.17
39.69,4.63,2144.92,6.53,9847.02
29.25,4.51,2034.21,7.05,10006.04
31.07,5.35,2006.59,7.19,10390.79
27.64,4.29,2447.3,6.79,10059.22
40.76,4.42,2136.52,7.68,9316.62
36.06,5.12,2177.71,6.67,10548.88
37.11,3.5,2066.47,7.11,10745.84
35.96,2.81,2313.8,7.34,8775.78
36.84,4.16,2106.21,6.97,10682.19
35.25,2.86,2141.05,6.92,11906.75
35.87,5.96,2235.94,6.43,11129.43
35.34,5.16,2072.31,7.54,11491.8
33.05,5.73,2178.57,6.93,10275.07
34.85,4.05,2368.27,7.21,8502.16
35.88,4.44,2251.39,7.27,8704.57
35.35,3.63,2215.67,6.75,10511.82
30.27,4.71,2225.78,6.92,11508.42
30.7,3.03,2153.3,7.53,14457.46
38.47,1.97,2439.54,6.55,11570.92
34.02,3.37,2102.54,7.85,8127.3
36.87,2.84,2225.31,6.7,8772.36
31.51,5.18,2213.8,6.53,13645.63
30.29,5.45,2321.05,7.05,9656.98
32.3,2.88,2332.38,7.88,10076.02
34.29,5.03,2196.16,6.24,8463.33
32.87,4.76,2234.88,6.94,12504.17
39.14,2.74,2239.42,7.19,10800.53
35.57,3.69,1927.34,7.01,8760.64
40.92,3.54,2009.32,7.15,8409.88
36.29,4.6,2127.39,6.71,10491.53
27.28,3.02,2132.61,6.76,10070.73
38.38,3.92,2056.09,6.94,11331.38
30.17,3.45,2289.95,6.55,10875.15
35.74,4.38,2200.25,6.98,9576.83
32.52,3.83,2174.24,6.84,9129.92
41.86,3.57,2049.26,6.81,9744.09
39.61,3.83,2194.65,7.13,9118.91
32.63,5.63,1884.8,6.27,9791.69
34.59,3.67,2180.45,6.91,10026.31
35.78,3.17,2207.58,7.93,8563.31
37.76,4.47,2229.03,6.57,11009.09
35.09,3.89,2012.31,7.51,9407.32
31.72,2.87,2226.98,7.02,8652.99
32.7,5.79,2075.03,6.76,9437.43
34.99,3.72,2102.5,6.47,10387.61
38.95,3.7,2286.15,7.06,10132.86
36.37,4.13,2441.69,7.58,10675.39
32.53,5.38,2206.16,6.84,11437.35
37.07,2.66,2101.95,6.97,12087.9
33.76,4.22,2222.64,7.4,10456.78
37.85,5.67,2312.68,7.14,8288.96
43.09,4.1,2274.52,6.37,9569.42
33.85,3.01,2529.17,7.04,8393.09
37.57,3.51,2114.16,7.6,12714.97
32.61,4.17,2230.27,6.99,13179.84
34.64,5.06,2385.87,5.9,11040.5
35.09,3.73,2378.34,7.16,11373.53
34.38,4.66,1965.99,6.92,10401.51
42.88,2.85,2199.6,6.27,10585.69
34.02,2.85,2378.14,6.33,7444.07
36.88,3.61,2546.88,7.39,9881.71
28.82,5.15,2284.46,6.71,8590.16
36.38,4.06,2155.86,6.64,10450.17
38.65,4.23,2078.9,6.99,9904.62
33.31,4.22,2466.25,6.74,13114.92
26.97,4.89,2287.45,7.04,11466.6
34.88,3.51,2098.23,6.92,10455.22
35.05,4.55,2175.62,6.52,9572.9
37.32,3.34,2237.22,6.8,12681.63
41.43,5.59,2265.26,7.18,9952.07
33.78,3.36,2092.05,7.02,10530.68
32.26,3.29,2126.3,6.97,10067.6
31.27,4.44,2001.65,7.77,9353.35
35.63,4.06,2324.77,7.29,10058.41
36.53,4.26,2159.01,7.34,6860.85
33.25,4.18,2255.96,6.93,7523.67
37.49,3.13,2370.67,7.09,10559.41
36.49,5.29,2226.38,6.83,12509.12
35.14,4.71,2186.44,7.31,10557.15
32.11,5.09,2223.27,6.96,8847.41
33.46,3.58,2207.58,7.09,7691.43
27.22,4.33,2349.54,7.06,11255.24
35.75,4.16,2237.3,6.99,9092.49
35.08,4.9,2134.67,8.18,11029.18
35.6,4.93,2325.74,6.73,10623.78
36.61,4.15,2347.66,6.73,10765.28
36.23,2.79,2039.4,7.28,10053.76
34.65,5.42,2383.93,6.76,10613.83
35.16,4.44,2243.77,6.88,9808.87
30.51,3.51,2233.99,6.57,8983.51
33.13,4.33,2320.79,7.2,8458.4
35.16,2.79,2131.96,7.2,6183.99
32.65,4.84,2314.5,6.87,9710.22
37.75,2.82,2154.79,7.29,12431.01
32.89,3.82,2023.01,6.26,11168.13
35.69,4.2,2080.27,6.72,10364.33
35.37,4.83,2268.04,6.93,8825.59
37.39,4.09,2086.54,6.53,11595.74
37.88,4.51,2393.21,6.3,9809.11
37.22,3.98,2342.71,6.88,12519.89
28.26,3.97,2360.01,7.28,8430.26
38.82,4.07,2214.97,7.51,8800.05
39.89,3.85,2230.94,6.78,8644.37
33.46,2.65,2056.75,7.29,7628.61
35.76,3.39,2319.49,7.25,8500.73
32.15,4.2,2245.58,7.49,10165.15
28.77,3.8,2268.08,6.86,8860.48
32.64,3.88,2402.6,6.28,3829.8
33.27,3.74,2127.28,7.03,11718.84
33.86,3.31,2184.86,6.59,7305.45
31.93,3.61,2239.2,6.71,10942.77
32.65,3.75,2087.75,6.88,10049.94
34.96,4.0,2177.49,6.86,13387.8
32.54,4.31,2259.15,7.06,11595.13
36.74,3.86,2160.95,7.28,9192.63
37.18,3.18,2357.08,6.85,8876.7
42.62,2.88,2018.69,7.16,12404.36
38.6,6.08,2334.73,7.01,7638.61
35.78,3.1,2279.34,7.37,10305.41
33.02,3.59,2131.74,6.92,9790.21
35.94,4.41,2089.07,6.97,9450.84
36.05,4.29,1950.37,6.85,10565.62
33.36,4.42,2104.58,6.94,10303.3
37.51,3.65,2325.66,6.69,10731.84
30.53,4.19,2193.27,6.65,10222.36
34.22,4.05,2339.56,7.31,10668.29
36.78,3.75,2125.62,6.57,10149.38
34.08,4.2,2284.85,6.87,8944.92
34.34,4.84,2113.9,7.41,10006.4
34.56,3.98,2084.13,6.86,8856.98
32.33,3.99,2187.14,7.33,8751.4
38.76,4.85,2120.2,6.76,9462.16
31.74,4.77,2014.86,6.58,9808.92
36.02,5.27,2178.12,6.36,10056.36
36.32,2.6,2212.77,7.53,11466.21
31.96,4.72,2352.2,6.55,9202.46
35.23,4.48,2312.42,7.3,10314.96
32.09,3.29,2346.39,6.6,10188.84
39.45,4.2,2286.44,7.53,9026.19
31.36,4.84,2239.91,7.88,10117.99
32.91,3.34,2052.53,6.33,11604.35
31.08,4.35,2217.98,6.57,10298.41
30.66,4.7,2271.62,7.31,10362.53
40.09,3.14,2374.89,7.21,8871.47
36.74,3.89,2282.35,7.31,13150.17
35.45,4.24,2348.85,6.77,8962.63
32.9,3.36,2076.16,7.8,7331.55
37.9,3.3,2160.83,7.05,11376.29
32.36,3.89,2251.52,6.51,9816.29
37.54,4.64,2339.31,6.9,9515.13
32.21,4.51,2182.57,6.52,9127.11
32.94,3.31,2190.11,7.64,12994.74
37.43,4.52,2282.46,6.74,10567.34
37.76,3.33,2064.9,7.2,10879.6
36.91,2.71,2392.89,6.81,10260.18
31.64,3.71,2094.5,6.75,10432.08
33.57,4.9,1969.77,6.24,12237.8
35.5,4.52,2201.21,7.24,9598.63
32.28,4.0,2403.82,7.52,7668.9
39.39,3.67,2270.37,6.63,11388.89
27.31,3.69,2290.13,6.38,10794.72
32.51,4.09,2204.97,7.32,10172.77
33.37,3.15,2181.71,6.34,10753.21
25.9,3.72,2014.61,7.49,9406.81
30.53,3.83,1928.87,6.64,10033.11
37.0,2.92,2223.55,6.56,9789.28
35.1,3.33,2357.51,7.1,9053.62
40.03,4.33,2241.3,6.58,11902.68
39.94,4.01,2274.83,6.72,7740.39
36.39,3.75,2390.05,7.14,13777.41
36.0,3.27,2239.45,6.03,11403.78
35.21,5.26,2185.28,7.66,7155.24
26.5,3.33,2101.78,7.02,9641.33
30.54,4.2,2442.67,6.48,9730.33
35.32,3.61,2263.19,6.59,10627.02
36.97,4.03,2086.77,7.4,8416.99
35.93,4.37,2059.46,7.24,10051.24
32.14,2.9,2350.37,7.55,9806.21
38.0,3.99,2075.51,6.73,8819.81
39.74,4.95,2422.46,7.12,8597.2
38.0,5.41,1869.22,7.17,11470.09
38.17,3.9,2370.71,7.28,7285.47
33.21,4.03,2258.43,7.45,10764.61
38.44,5.77,2214.23,6.71,11276.02
35.47,4.91,2178.94,6.95,9650.31
36.64,3.51,2426.89,6.76,10083.8
36.17,3.5,2284.85,6.98,11861.59
34.61,4.77,2091.62,7.28,8872.24
32.25,3.19,1993.73,6.34,9037.36
34.74,4.87,2221.28,7.44,9207.23
38.16,4.27,2199.87,6.54,11864.52
33.59,4.41,2017.62,6.88,12067.67
37.86,3.79,2193.35,7.5,7766.58
37.36,3.5,2131.13,7.13,11609.99
34.04,5.17,2201.11,7.14,11310.25
39.44,3.8,2287.11,6.53,12485.75
33.86,3.67,2379.11,6.58,10616.17
39.83,3.94,2309.07,7.38,9929.18
36.39,4.15,2113.43,6.76,11832.35
34.95,3.18,2244.27,6.8,11118.25
32.16,3.55,2207.57,7.39,13591.84
34.72,3.51,2040.14,6.58,11533.93
34.35,4.68,2247.79,7.11,10245.68
30.97,3.29,2422.8,7.02,8121.43
34.3,2.6,2203.89,7.0,9070.53
32.43,2.43,2008.7,6.79,7702.47
36.88,2.82,2203.63,6.77,9655.9
39.18,5.09,2054.35,6.57,11481.71
31.07,4.01,2303.63,7.19,9994.13
40.48,4.4,2262.98,6.73,11634.76
34.59,4.43,2179.49,7.39,10540.12
31.88,4.04,2160.26,6.91,9355.05
37.42,3.94,2174.53,6.58,10140.2
33.57,4.84,2200.99,6.9,10755.35
34.74,4.12,2107.33,6.84,10222.76
33.71,5.12,2033.47,7.4,10241.09
32.39,4.5,2336.64,6.85,8769.52
37.32,3.51,2153.75,6.89,9307.24
34.08,3.6,2220.05,7.56,13613.54
30.4,3.42,2234.23,7.2,11965.55
36.76,4.97,2238.64,7.67,7641.85
31.14,3.68,2059.14,7.5,6212.85
31.31,3.36,1998.9,6.65,10121.91
38.82,4.26,2129.36,7.4,11429.56
31.17,3.92,2247.49,7.61,9168.09
27.59,4.24,2112.65,7.61,11634.65
36.99,5.51,2157.41,7.4,10095.45
34.03,4.73,2455.28,7.39,9739.1
34.3,4.02,1978.55,6.88,11209.78
33.99,2.87,2109.4,6.67,9149.0
35.74,3.6,2427.59,6.86,9541.27
32.59,4.57,2194.65,6.33,11072.27
39.72,3.06,2115.28,7.54,9949.77
30.28,5.71,2340.25,6.89,13054.04
36.42,4.01,2206.63,7.52,11110.12
37.05,4.04,2158.2,6.51,11006.1
32.57,3.47,2223.08,7.43,9920.79
