ID,Superficie_m2,Habitaciones,Baños,Antiguedad,Ubicacion,Estacionamientos,TieneTerraza,PrecioVenta
1756,195,2,2,33.0,Media,1.0,No,30845.0
1757,113,5,1,35.0,Media,3.0,Sí,39577.0
1758,102,5,4,12.0,Media,2.0,Sí,67744.0
1759,110,2,4,50.0,Media,0.0,Sí,91352.0
1760,133,1,1,63.0,Media,2.0,Sí,17843.0
1761,191,1,4,74.0,Media,2.0,Sí,28821.0
1762,126,4,1,78.0,Baja,0.0,Sí,39408.0
1763,101,4,2,73.0,Media,2.0,No,33157.0
1764,132,3,4,42.0,Alta,0.0,Sí,69594.0
1765,122,4,3,64.0,Alta,0.0,Sí,70638.0
1766,105,2,2,22.0,Baja,2.0,No,48660.0
1767,134,4,4,15.0,Media,1.0,No,62076.0
1768,216,6,3,33.0,Media,0.0,Sí,72355.0
1769,120,6,4,70.0,Alta,1.0,No,74431.0
1770,92,2,3,17.0,Alta,0.0,No,60070.0
1771,63,2,2,22.0,Media,0.0,Sí,34048.0
1772,62,2,4,5.0,Media,2.0,Sí,74038.0
1773,189,4,1,37.0,Alta,0.0,Sí,59594.0
1774,176,1,3,0.0,Baja,1.0,No,33720.0
1775,76,6,4,32.0,Alta,0.0,Sí,121591.0
1776,70,1,3,66.0,Baja,2.0,No,19742.0
1777,128,2,3,55.0,Media,0.0,Sí,78118.0
1778,77,2,3,73.0,Baja,0.0,No,16342.0
1779,94,4,4,47.0,Media,1.0,Sí,90970.0
1780,154,3,1,75.0,Alta,0.0,Sí,17002.0
1781,87,3,2,52.0,Media,0.0,No,65100.0
1782,75,1,1,25.0,Media,2.0,Sí,9348.0
1783,163,4,1,,Baja,1.0,Sí,43225.0
1784,185,1,2,66.0,Alta,2.0,No,15374.0
1785,108,2,2,41.0,Alta,0.0,No,13122.0
1786,96,3,4,24.0,Baja,1.0,Sí,53879.0
1787,150,2,1,64.0,Media,1.0,Sí,23023.0
1788,128,6,1,,Media,1.0,Sí,54949.0
1789,49,2,1,44.0,Baja,3.0,Sí,37081.0
1790,65,4,4,68.0,Media,0.0,Sí,57986.0
1791,113,5,1,28.0,Media,2.0,Sí,38099.0
1792,93,2,3,15.0,Alta,2.0,Sí,99087.0
1793,111,2,1,,Alta,1.0,Sí,36152.0
1794,179,6,1,71.0,Media,2.0,No,31517.0
1795,123,5,3,39.0,Media,0.0,Sí,79960.0
1796,44,5,4,45.0,Alta,3.0,Sí,94788.0
1797,73,6,1,16.0,Baja,0.0,Sí,46525.0
1798,79,6,2,36.0,Media,2.0,Sí,41731.0
1799,126,3,1,3.0,Alta,1.0,Sí,43028.0
1800,125,6,3,29.0,Alta,2.0,Sí,63382.0
1801,135,5,3,23.0,Alta,3.0,Sí,104428.0
1802,173,2,4,67.0,Media,1.0,Sí,74550.0
1803,189,6,2,0.0,Media,,Sí,74827.0
1804,40,5,1,56.0,Baja,0.0,No,46213.0
1805,178,3,4,79.0,Alta,2.0,No,113615.0
1806,90,6,1,77.0,Media,1.0,No,16411.0
1807,102,2,4,78.0,Media,0.0,No,301873.0
1808,109,3,3,8.0,Alta,1.0,No,71896.0
1809,183,2,4,19.0,Media,3.0,No,34221.0
1810,122,1,3,21.0,Media,2.0,Sí,26782.0
1811,86,6,4,33.0,Media,3.0,Sí,52397.0
1812,91,6,1,38.0,Alta,3.0,Sí,47982.0
1813,72,5,1,53.0,Baja,1.0,Sí,43077.0
1814,114,4,4,55.0,Media,1.0,No,51900.0
1815,117,4,1,66.0,Media,0.0,Sí,-5044.0
1816,134,5,4,16.0,Media,3.0,Sí,67506.0
1817,103,4,1,6.0,Media,0.0,Sí,31763.0
1818,67,5,2,47.0,Alta,0.0,Sí,93544.0
1819,126,5,2,32.0,Baja,0.0,No,6370.0
1820,174,5,3,22.0,Baja,1.0,No,44568.0
1821,185,1,3,12.0,Media,2.0,No,39715.0
1822,93,6,3,15.0,Baja,,No,73350.0
1823,152,3,4,39.0,Media,1.0,Sí,45153.0
1824,88,1,2,79.0,Baja,0.0,Sí,-19323.0
1825,129,2,1,1.0,Media,2.0,No,8822.0
1826,77,6,3,57.0,Media,2.0,Sí,59952.0
1827,121,1,3,9.0,Baja,3.0,No,11793.0
1828,200,2,2,64.0,Media,0.0,No,12889.0
1829,90,1,3,74.0,Media,2.0,Sí,11028.0
1830,119,1,1,,Baja,2.0,No,18492.0
1831,81,1,4,18.0,Media,3.0,Sí,38380.0
1832,34,1,4,32.0,Media,0.0,Sí,51038.0
1833,122,5,1,8.0,Media,2.0,Sí,35445.0
1834,140,5,2,67.0,Media,2.0,Sí,71415.0
1835,145,2,1,79.0,Baja,1.0,No,-13519.0
1836,87,2,2,5.0,Baja,0.0,Sí,26102.0
1837,35,1,4,29.0,Baja,1.0,No,26388.0
1838,136,4,3,66.0,Alta,3.0,Sí,93444.0
1839,231,3,2,75.0,Media,0.0,Sí,54200.0
1840,133,4,2,56.0,Media,3.0,No,22554.0
1841,25,3,3,70.0,Alta,1.0,Sí,53660.0
1842,97,4,2,73.0,Media,0.0,Sí,36571.0
1843,141,1,3,9.0,Media,2.0,Sí,37361.0
1844,130,6,2,58.0,Baja,0.0,Sí,30138.0
1845,140,6,1,53.0,Media,3.0,Sí,69221.0
1846,69,3,3,29.0,Media,1.0,Sí,46643.0
1847,191,4,1,77.0,Media,3.0,Sí,35467.0
1848,178,4,4,33.0,Alta,1.0,Sí,86067.0
1849,154,2,3,35.0,Baja,1.0,Sí,47807.0
1850,121,3,3,76.0,Media,3.0,No,21836.0
1851,116,5,1,78.0,Alta,1.0,Sí,25982.0
1852,129,3,2,9.0,Alta,3.0,No,81775.0
1853,214,1,1,42.0,Alta,1.0,No,15915.0
1854,89,4,3,28.0,Baja,3.0,Sí,71121.0
1855,144,2,2,36.0,Media,3.0,No,49248.0
1856,118,1,2,68.0,Media,1.0,Sí,43266.0
1857,99,2,2,57.0,Baja,2.0,No,47069.0
1858,139,2,4,32.0,Media,0.0,Sí,48315.0
1859,155,3,3,47.0,Alta,0.0,Sí,42201.0
1860,56,5,2,45.0,Baja,0.0,Sí,9615.0
1861,99,4,4,32.0,Alta,2.0,Sí,79222.0
1862,150,2,3,66.0,Baja,2.0,Sí,163623.0
1863,136,5,2,20.0,Media,1.0,Sí,40289.0
1864,149,4,2,18.0,Media,3.0,Sí,30855.0
1865,124,5,1,30.0,Media,1.0,No,50153.0
1866,219,2,4,23.0,Alta,2.0,Sí,93085.0
1867,135,3,1,35.0,Alta,0.0,Sí,33018.0
1868,110,4,4,62.0,Alta,2.0,Sí,70940.0
1869,155,6,1,43.0,Alta,0.0,No,69140.0
1870,203,1,2,49.0,Media,0.0,Sí,42114.0
1871,164,4,4,67.0,Media,0.0,Sí,50053.0
1872,84,3,3,64.0,Baja,0.0,No,22418.0
1873,115,6,2,24.0,Media,0.0,No,62787.0
1874,178,3,2,21.0,Alta,2.0,Sí,50182.0
1875,143,4,3,77.0,Media,2.0,Sí,44206.0
1876,139,4,1,54.0,Media,0.0,Sí,25001.0
1877,72,3,4,30.0,Media,1.0,Sí,39783.0
1878,22,4,1,10.0,Alta,3.0,No,42773.0
1879,108,3,2,79.0,Alta,3.0,Sí,59081.0
1880,192,2,1,0.0,Alta,2.0,Sí,88214.0
1881,189,3,4,68.0,Media,0.0,Sí,42905.0
1882,126,6,3,,Alta,1.0,No,89980.0
1883,83,6,1,71.0,Alta,1.0,Sí,31567.0
1884,96,3,4,57.0,Media,3.0,No,67187.0
1885,150,5,4,53.0,Baja,0.0,No,11552.0
1886,205,3,2,60.0,Alta,1.0,Sí,47512.0
1887,100,1,4,21.0,Alta,3.0,No,61344.0
1888,111,1,4,17.0,Baja,2.0,Sí,33550.0
1889,120,2,4,52.0,Alta,3.0,No,63063.0
1890,156,2,1,7.0,Baja,2.0,Sí,52422.0
1891,157,5,3,16.0,Media,0.0,No,72997.0
1892,117,6,4,56.0,Baja,,Sí,82955.0
1893,166,1,4,60.0,Baja,3.0,No,13030.0
1894,181,5,2,72.0,Baja,3.0,Sí,74806.0
1895,93,2,2,25.0,Alta,2.0,No,81349.0
1896,167,4,2,54.0,Alta,3.0,Sí,70276.0
1897,170,2,2,14.0,Alta,3.0,Sí,89331.0
1898,94,2,1,34.0,Baja,1.0,No,-2807.0
1899,195,2,4,8.0,Baja,3.0,No,46829.0
1900,128,4,1,52.0,Alta,,No,79365.0
1901,111,1,4,19.0,Media,3.0,Sí,53403.0
1902,162,6,2,72.0,Alta,2.0,No,83149.0
1903,156,4,3,15.0,Media,1.0,No,73588.0
1904,114,4,3,75.0,Media,1.0,Sí,57683.0
1905,117,5,3,54.0,Baja,1.0,No,37827.0
1906,129,6,2,74.0,Media,1.0,Sí,79001.0
1907,89,4,1,17.0,Baja,0.0,No,39580.0
1908,123,1,3,,Baja,1.0,Sí,10503.0
1909,206,4,4,61.0,Media,1.0,No,34554.0
1910,104,6,1,54.0,Media,3.0,No,27614.0
1911,102,2,2,3.0,Alta,0.0,No,89239.0
1912,169,3,2,64.0,Media,1.0,No,14724.0
1913,139,4,3,36.0,Media,1.0,No,39122.0
1914,162,2,1,22.0,Baja,1.0,Sí,13443.0
1915,139,6,3,3.0,Alta,3.0,Sí,87686.0
1916,81,1,2,34.0,Baja,2.0,Sí,-50191.0
1917,102,3,4,13.0,Media,1.0,No,76547.0
1918,190,5,1,78.0,Baja,1.0,No,21931.0
1919,104,2,4,36.0,Baja,1.0,Sí,35966.0
1920,142,5,2,4.0,Media,3.0,Sí,79771.0
1921,98,6,3,48.0,Alta,0.0,Sí,74491.0
1922,171,5,1,62.0,Media,0.0,No,23359.0
1923,121,4,1,,Media,0.0,Sí,42017.0
1924,67,6,3,0.0,Alta,1.0,Sí,72165.0
1925,117,2,1,75.0,Alta,1.0,Sí,37451.0
1926,114,1,1,77.0,Baja,0.0,No,-1970.0
1927,136,6,3,1.0,Alta,0.0,Sí,90614.0
1928,92,4,2,32.0,Alta,1.0,Sí,96464.0
1929,160,2,2,19.0,Media,1.0,Sí,30311.0
1930,128,6,4,51.0,Baja,0.0,Sí,49296.0
1931,168,4,2,21.0,Alta,2.0,No,74223.0
1932,59,6,4,43.0,Media,1.0,Sí,30062.0
1933,173,4,1,11.0,Media,0.0,Sí,53183.0
1934,164,2,4,,Media,0.0,Sí,68630.0
1935,130,3,1,16.0,Media,1.0,No,56999.0
1936,60,6,4,44.0,Media,1.0,No,58816.0
1937,167,3,2,24.0,Media,,Sí,44461.0
1938,142,4,3,65.0,Alta,,Sí,84758.0
1939,146,2,2,32.0,Alta,3.0,Sí,72648.0
1940,81,1,4,40.0,Media,2.0,Sí,72171.0
1941,124,3,4,52.0,Alta,1.0,Sí,58319.0
1942,131,6,4,64.0,Baja,,Sí,41682.0
1943,103,3,3,19.0,Alta,1.0,No,60836.0
1944,105,4,2,75.0,Media,1.0,No,44669.0
1945,80,3,1,32.0,Alta,2.0,No,63737.0
1946,68,4,3,65.0,Media,0.0,No,16671.0
1947,93,1,2,35.0,Media,0.0,No,30681.0
1948,158,6,3,35.0,Baja,0.0,Sí,74725.0
1949,122,4,2,50.0,Media,0.0,Sí,47065.0
1950,114,2,1,55.0,Alta,0.0,No,8882.0
1951,111,3,2,39.0,Media,2.0,Sí,66262.0
1952,100,4,4,77.0,Media,2.0,Sí,2194.0
1953,116,5,2,21.0,Media,1.0,Sí,48662.0
1954,107,4,2,14.0,Media,3.0,No,40905.0
1955,82,4,1,1.0,Media,1.0,Sí,36559.0
1956,95,1,2,43.0,Media,2.0,Sí,55819.0
1957,125,3,4,46.0,Alta,0.0,No,82724.0
1958,197,3,3,,Baja,1.0,Sí,35225.0
1959,138,3,4,37.0,Baja,3.0,Sí,77652.0
1960,101,3,1,40.0,Alta,0.0,Sí,38221.0
1961,39,5,4,10.0,Media,2.0,Sí,63732.0
1962,152,1,1,49.0,Media,2.0,No,20183.0
1963,130,3,4,57.0,Alta,2.0,Sí,45757.0
1964,151,1,2,30.0,Baja,1.0,No,35995.0
1965,113,5,4,3.0,Alta,0.0,Sí,97470.0
1966,144,3,1,13.0,Alta,,Sí,88153.0
1967,147,1,4,5.0,Alta,1.0,Sí,106402.0
1968,90,6,2,69.0,Baja,2.0,No,16482.0
1969,71,2,3,19.0,Media,1.0,Sí,56004.0
1970,142,2,4,22.0,Media,1.0,Sí,60857.0
1971,76,5,4,12.0,Media,3.0,Sí,79768.0
1972,101,4,2,58.0,Baja,0.0,Sí,27057.0
1973,81,5,3,33.0,Media,3.0,No,68758.0
1974,65,5,1,69.0,Baja,3.0,Sí,1465.0
1975,83,6,2,27.0,Media,3.0,Sí,34574.0
1976,157,5,3,3.0,Media,2.0,Sí,60261.0
1977,67,4,4,0.0,Media,0.0,Sí,78439.0
1978,92,1,2,42.0,Media,1.0,No,14903.0
1979,133,4,1,18.0,Alta,3.0,No,57042.0
1980,123,6,3,63.0,Alta,1.0,Sí,57802.0
1981,75,6,3,24.0,Baja,3.0,Sí,39850.0
1982,72,1,4,23.0,Baja,3.0,Sí,10216.0
1983,102,4,4,77.0,Media,3.0,No,61907.0
1984,93,3,1,16.0,Media,0.0,Sí,21656.0
1985,53,2,2,49.0,Alta,2.0,Sí,49863.0
1986,144,1,1,0.0,Alta,1.0,Sí,26582.0
1987,159,3,4,71.0,Media,2.0,No,33087.0
1988,82,5,1,55.0,Media,1.0,Sí,23165.0
1989,70,6,4,17.0,Media,0.0,No,64443.0
1990,94,1,1,47.0,Media,2.0,Sí,48552.0
1991,58,1,1,64.0,Media,0.0,No,14357.0
1992,153,3,4,6.0,Media,2.0,Sí,36320.0
1993,132,3,1,44.0,Alta,2.0,Sí,25908.0
1994,107,1,3,55.0,Baja,1.0,Sí,48859.0
1995,124,6,4,12.0,Media,3.0,Sí,62178.0
1996,126,1,1,24.0,Alta,,No,46908.0
1997,119,4,4,2.0,Media,0.0,No,87057.0
1998,73,5,4,8.0,Media,3.0,Sí,50238.0
1999,150,4,3,73.0,Alta,3.0,Sí,71067.0
2000,113,3,2,,Alta,,Sí,58141.0
2001,112,3,1,59.0,Media,2.0,No,54522.0
2002,165,3,4,26.0,Media,1.0,No,35049.0
2003,109,2,2,63.0,Alta,3.0,No,36046.0
2004,127,5,1,32.0,Media,0.0,Sí,30394.0
2005,154,6,2,43.0,Baja,1.0,No,45135.0
2006,113,4,4,62.0,Media,,No,33129.0
2007,137,5,3,40.0,Baja,0.0,Sí,51701.0
2008,120,4,1,20.0,Baja,0.0,Sí,17704.0
2009,96,4,2,34.0,Alta,,Sí,69146.0
2010,218,5,1,30.0,Baja,3.0,Sí,37486.0
2011,163,5,3,48.0,Media,0.0,No,38840.0
2012,86,5,1,4.0,Media,3.0,No,29142.0
2013,168,1,4,48.0,Baja,2.0,No,53827.0
2014,139,3,1,50.0,Baja,1.0,No,13804.0
2015,89,6,3,46.0,Media,0.0,Sí,44773.0
2016,117,1,4,11.0,Baja,0.0,No,52823.0
2017,117,5,4,67.0,Alta,0.0,Sí,68800.0
2018,115,5,2,21.0,Media,,Sí,75371.0
2019,175,6,3,15.0,Alta,,No,116116.0
2020,87,2,3,11.0,Baja,2.0,Sí,31675.0
2021,131,5,3,54.0,Media,2.0,No,44424.0
2022,72,6,3,57.0,Media,3.0,Sí,46772.0
2023,129,6,4,46.0,Media,3.0,No,67980.0
2024,159,6,3,30.0,Alta,2.0,Sí,93845.0
2025,175,3,3,43.0,Media,2.0,Sí,61316.0
2026,164,3,3,,Media,1.0,Sí,65554.0
2027,159,1,1,69.0,Media,3.0,No,27161.0
2028,93,4,3,72.0,Media,3.0,Sí,39579.0
2029,53,3,3,37.0,Media,2.0,No,54529.0
2030,193,5,3,,Media,0.0,Sí,20349.0
2031,129,2,3,45.0,Alta,0.0,Sí,69028.0
2032,75,1,3,38.0,Media,2.0,Sí,33589.0
2033,145,1,1,79.0,Media,0.0,No,-3448.0
2034,99,1,1,33.0,Media,3.0,Sí,-22167.0
2035,158,1,1,39.0,Media,2.0,No,42033.0
2036,140,1,1,61.0,Media,0.0,Sí,28597.0
2037,133,1,3,24.0,Alta,2.0,No,66654.0
2038,150,2,2,17.0,Media,1.0,Sí,78653.0
2039,143,2,3,19.0,Alta,3.0,Sí,39646.0
2040,84,2,2,9.0,Alta,3.0,No,69686.0
2041,113,1,1,45.0,Media,2.0,No,18182.0
2042,114,1,2,57.0,Media,1.0,No,30272.0
2043,131,1,3,50.0,Alta,0.0,Sí,27436.0
2044,132,2,1,14.0,Alta,3.0,Sí,44053.0
2045,219,1,1,49.0,Alta,0.0,Sí,36507.0
2046,93,4,2,73.0,Media,3.0,No,2126.0
2047,174,2,1,54.0,Alta,3.0,No,63855.0
2048,45,6,2,45.0,Media,3.0,Sí,51554.0
2049,166,3,4,45.0,Media,2.0,Sí,24969.0
2050,200,5,2,69.0,Media,3.0,Sí,51597.0
2051,98,1,2,59.0,Media,2.0,Sí,13966.0
2052,59,2,1,32.0,Baja,2.0,No,-3898.0
2053,117,4,4,75.0,Alta,2.0,Sí,99342.0
2054,202,5,4,37.0,Baja,3.0,No,34013.0
2055,137,1,4,12.0,Media,3.0,Sí,43149.0
2056,121,5,2,35.0,Media,2.0,Sí,57395.0
2057,127,6,2,16.0,Alta,1.0,No,103882.0
2058,127,3,3,0.0,Media,0.0,Sí,19003.0
2059,103,5,4,47.0,Baja,1.0,Sí,85385.0
2060,173,6,3,23.0,Alta,2.0,No,103099.0
2061,114,2,2,52.0,Media,2.0,Sí,14518.0
2062,119,1,1,22.0,Baja,2.0,No,16148.0
2063,37,1,1,68.0,Baja,3.0,Sí,-3298.0
2064,87,2,3,45.0,Alta,2.0,No,53132.0
2065,71,4,1,18.0,Alta,2.0,Sí,44155.0
2066,106,5,3,23.0,Baja,1.0,Sí,46715.0
2067,87,5,1,62.0,Alta,1.0,No,61286.0
2068,60,4,2,23.0,Media,1.0,No,331788.0
2069,100,5,2,71.0,Alta,0.0,Sí,46592.0
2070,143,6,1,15.0,Baja,3.0,Sí,23086.0
2071,157,6,4,37.0,Media,2.0,No,54833.0
2072,96,1,1,26.0,Media,3.0,No,-3971.0
2073,80,2,3,23.0,Media,0.0,Sí,66355.0
2074,157,5,1,54.0,Baja,3.0,Sí,9115.0
2075,140,5,1,6.0,Media,2.0,Sí,52717.0
2076,155,3,4,6.0,Alta,0.0,Sí,81867.0
2077,97,6,2,59.0,Media,,Sí,81404.0
2078,145,2,3,26.0,Alta,1.0,No,28944.0
2079,153,3,3,46.0,Media,3.0,Sí,66388.0
2080,112,5,4,39.0,Media,3.0,No,56557.0
2081,63,6,4,28.0,Media,2.0,No,58101.0
2082,155,5,3,14.0,Baja,3.0,No,37468.0
2083,166,1,3,47.0,Alta,,No,55509.0
2084,132,1,3,12.0,Media,0.0,No,42792.0
2085,80,2,2,57.0,Media,0.0,Sí,35288.0
2086,163,2,2,46.0,Media,2.0,Sí,22272.0
2087,82,2,1,55.0,Baja,2.0,No,-4135.0
2088,109,6,4,3.0,Alta,1.0,Sí,106935.0
2089,122,4,3,36.0,Alta,1.0,Sí,70186.0
2090,111,3,1,3.0,Alta,3.0,Sí,66824.0
2091,100,3,2,76.0,Media,2.0,No,66170.0
2092,128,2,4,28.0,Media,3.0,Sí,46170.0
2093,58,6,1,37.0,Alta,0.0,Sí,88651.0
2094,138,6,4,69.0,Alta,2.0,No,82390.0
2095,170,3,3,58.0,Baja,2.0,Sí,31970.0
2096,116,4,3,54.0,Alta,0.0,Sí,78929.0
2097,175,4,1,18.0,Media,1.0,Sí,29498.0
2098,181,5,2,22.0,Alta,1.0,Sí,56637.0
2099,109,3,1,75.0,Media,0.0,No,-7444.0
2100,124,6,3,,Alta,2.0,Sí,106576.0
2101,166,1,1,39.0,Baja,2.0,No,4621.0
2102,80,5,3,,Alta,1.0,No,87948.0
2103,167,6,3,6.0,Baja,1.0,No,65011.0
2104,33,6,3,69.0,Media,2.0,No,60948.0
2105,112,1,3,16.0,Media,2.0,Sí,66375.0
2106,90,2,4,20.0,Baja,2.0,Sí,80436.0
2107,101,3,2,60.0,Media,2.0,Sí,3862.0
2108,100,1,2,29.0,Baja,1.0,Sí,1773.0
2109,87,4,4,16.0,Alta,2.0,No,84095.0
2110,119,3,4,37.0,Alta,3.0,Sí,74759.0
2111,144,2,4,22.0,Media,1.0,No,65071.0
2112,52,5,3,78.0,Media,2.0,Sí,44189.0
2113,119,5,1,47.0,Alta,3.0,Sí,91216.0
2114,155,4,2,0.0,Media,3.0,Sí,51954.0
2115,198,5,4,14.0,Baja,3.0,No,32063.0
2116,93,4,3,51.0,Baja,0.0,Sí,37169.0
2117,162,2,2,40.0,Baja,3.0,Sí,27297.0
2118,95,6,2,,Alta,3.0,Sí,82922.0
2119,164,6,2,18.0,Baja,0.0,No,58727.0
2120,161,3,3,26.0,Alta,,No,78016.0
2121,102,2,4,36.0,Alta,0.0,No,64100.0
2122,138,6,2,74.0,Alta,2.0,No,59562.0
2123,24,3,1,77.0,Media,2.0,Sí,37752.0
2124,133,1,2,29.0,Media,1.0,No,3016.0
2125,139,4,4,76.0,Alta,1.0,No,59578.0
2126,122,3,4,23.0,Media,2.0,Sí,72690.0
2127,128,2,4,21.0,Alta,,Sí,97502.0
2128,94,5,4,79.0,Media,1.0,Sí,64520.0
2129,140,4,3,33.0,Media,0.0,Sí,41828.0
2130,115,6,3,19.0,Media,3.0,Sí,54434.0
2131,107,5,1,77.0,Alta,2.0,Sí,27000.0
2132,111,3,2,75.0,Alta,,Sí,46915.0
2133,58,5,4,27.0,Media,2.0,Sí,72989.0
2134,29,3,3,48.0,Media,0.0,Sí,68654.0
2135,65,3,2,8.0,Media,2.0,Sí,67128.0
2136,94,5,4,32.0,Baja,1.0,Sí,60949.0
2137,82,2,3,12.0,Media,3.0,Sí,63924.0
2138,104,4,3,18.0,Baja,0.0,Sí,50342.0
2139,128,1,1,73.0,Media,1.0,Sí,41876.0
2140,133,5,2,17.0,Media,2.0,No,68388.0
2141,237,6,4,47.0,Media,3.0,Sí,352166.0
2142,117,4,1,25.0,Baja,2.0,Sí,30561.0
2143,134,5,3,7.0,Baja,2.0,Sí,61448.0
2144,94,5,2,18.0,Media,0.0,Sí,58526.0
2145,53,2,3,28.0,Media,0.0,No,57793.0
2146,123,5,3,26.0,Baja,0.0,Sí,51658.0
2147,173,2,3,15.0,Alta,0.0,No,55658.0
2148,125,2,1,50.0,Alta,3.0,No,35277.0
2149,137,6,3,54.0,Media,2.0,No,57237.0
2150,154,3,3,7.0,Media,0.0,Sí,81404.0
2151,101,6,1,45.0,Baja,1.0,Sí,36017.0
2152,160,5,4,53.0,Alta,3.0,No,81810.0
2153,200,1,1,11.0,Media,1.0,No,41920.0
2154,98,6,1,44.0,Alta,3.0,Sí,62505.0
2155,114,4,3,36.0,Alta,0.0,Sí,57322.0
2156,63,4,2,17.0,Media,0.0,No,68108.0
2157,122,5,1,10.0,Media,1.0,No,33617.0
2158,171,5,3,21.0,Baja,3.0,Sí,31399.0
2159,136,6,3,79.0,Baja,2.0,No,36841.0
2160,145,2,3,52.0,Media,0.0,Sí,20147.0
2161,154,1,2,63.0,Alta,1.0,Sí,24177.0
2162,140,3,3,51.0,Baja,1.0,No,46811.0
2163,27,2,2,11.0,Media,3.0,Sí,44724.0
2164,78,2,3,31.0,Baja,2.0,No,18927.0
2165,74,5,2,16.0,Alta,0.0,No,97725.0
2166,97,1,4,34.0,Media,3.0,Sí,30753.0
2167,108,5,3,2.0,Media,3.0,Sí,94847.0
2168,96,2,1,62.0,Media,1.0,No,-2211.0
2169,118,4,4,13.0,Media,2.0,Sí,68305.0
2170,130,2,1,10.0,Media,3.0,No,8297.0
2171,131,5,2,48.0,Media,3.0,Sí,59174.0
2172,118,1,2,41.0,Baja,2.0,No,27859.0
2173,161,4,1,3.0,Media,0.0,Sí,42284.0
2174,131,3,2,78.0,Media,1.0,Sí,57686.0
2175,94,2,3,67.0,Baja,3.0,Sí,18524.0
2176,133,6,1,56.0,Alta,2.0,No,81310.0
2177,154,5,2,24.0,Media,0.0,Sí,67156.0
2178,154,3,2,43.0,Media,1.0,Sí,79381.0
2179,107,4,2,,Baja,1.0,Sí,32236.0
2180,179,5,2,42.0,Media,0.0,No,38399.0
2181,160,1,4,,Media,2.0,Sí,61212.0
2182,115,4,3,7.0,Media,,Sí,74252.0
2183,138,5,4,77.0,Media,,No,53817.0
2184,148,2,2,30.0,Baja,0.0,Sí,35781.0
2185,174,4,4,28.0,Baja,2.0,No,57001.0
2186,111,1,2,77.0,Media,,No,24213.0
2187,-8,6,4,53.0,Alta,1.0,Sí,71684.0
2188,71,3,2,37.0,Alta,3.0,Sí,82861.0
2189,155,3,4,36.0,Media,1.0,Sí,79880.0
2190,124,1,4,,Media,2.0,Sí,48015.0
2191,98,4,1,22.0,Media,,Sí,-17771.0
2192,17,1,4,54.0,Media,2.0,No,40654.0
2193,67,5,3,9.0,Alta,3.0,No,33127.0
2194,114,6,4,58.0,Media,2.0,No,68697.0
2195,135,3,4,65.0,Media,2.0,No,37358.0
2196,198,1,1,31.0,Media,,No,20533.0
2197,38,6,1,75.0,Alta,0.0,Sí,64938.0
2198,142,3,4,58.0,Media,1.0,No,31563.0
2199,75,3,2,20.0,Media,2.0,Sí,81319.0
2200,110,2,1,0.0,Media,0.0,Sí,1311.0
2201,120,5,3,21.0,Media,3.0,No,77493.0
2202,148,3,4,52.0,Media,2.0,Sí,44972.0
2203,137,4,1,24.0,Baja,2.0,Sí,22438.0
2204,184,1,3,43.0,Media,2.0,No,34614.0
2205,192,5,2,37.0,Media,1.0,Sí,47292.0
2206,182,1,1,19.0,Baja,1.0,Sí,43582.0
2207,91,1,1,61.0,Media,3.0,No,-30837.0
2208,90,2,2,70.0,Alta,1.0,No,55351.0
2209,144,2,2,49.0,Baja,0.0,Sí,5989.0
2210,65,2,4,38.0,Media,3.0,Sí,51111.0
2211,169,6,3,29.0,Media,1.0,No,59838.0
2212,177,6,4,64.0,Alta,0.0,No,62169.0
2213,140,3,3,59.0,Baja,1.0,No,50131.0
2214,135,1,2,75.0,Media,1.0,Sí,-9312.0
2215,115,5,4,72.0,Media,2.0,Sí,58779.0
2216,141,2,2,79.0,Media,3.0,Sí,38953.0
2217,169,1,3,41.0,Media,1.0,Sí,20639.0
2218,80,4,2,,Media,1.0,Sí,35413.0
2219,106,4,1,8.0,Media,3.0,Sí,83534.0
2220,16,3,2,39.0,Baja,3.0,Sí,22559.0
2221,44,2,3,34.0,Media,1.0,Sí,32776.0
2222,134,2,4,42.0,Media,1.0,Sí,29875.0
2223,97,2,2,32.0,Media,3.0,Sí,-16538.0
2224,109,3,2,13.0,Media,0.0,Sí,44109.0
2225,168,6,3,35.0,Alta,3.0,Sí,129885.0
2226,101,5,2,70.0,Media,1.0,No,50694.0
2227,119,1,2,60.0,Baja,1.0,No,39769.0
2228,84,5,3,31.0,Media,2.0,Sí,56359.0
2229,34,5,1,37.0,Alta,,Sí,56276.0
2230,126,2,2,13.0,Media,1.0,No,65947.0
2231,165,1,1,25.0,Alta,3.0,No,44652.0
2232,213,1,1,6.0,Media,0.0,Sí,8414.0
2233,55,1,1,60.0,Media,1.0,No,3662.0
2234,73,4,3,33.0,Media,0.0,No,86045.0
2235,32,6,1,14.0,Baja,2.0,Sí,57114.0
2236,68,1,2,,Media,1.0,Sí,26590.0
2237,171,6,3,77.0,Alta,0.0,Sí,45054.0
2238,92,2,4,21.0,Alta,,No,90731.0
2239,134,5,2,1.0,Alta,0.0,Sí,104662.0
2240,104,4,3,46.0,Media,1.0,No,43875.0
2241,108,6,4,37.0,Alta,0.0,Sí,105532.0
2242,117,4,3,77.0,Media,,Sí,367269.0
2243,220,5,2,43.0,Media,1.0,Sí,43200.0
2244,192,5,4,7.0,Alta,3.0,Sí,126431.0
