Tienda,Fecha,Producto,Precio Unitario (€),Cantidad Vendida,Costo Producción (€),Gasto Publicidad (€),Descuento Aplicado (%),Ingresos Totales (€),Ganancia Bruta (€)
1,2027-03-04,Laptop,1002.87,6,682.58,235,19,4873.94,778.43
3,2027-03-05,Cámara,553.65,3,274.97,265,12,1461.64,636.74
3,2027-03-06,Cámara,510.93,6,300.43,392,7,2850.99,1048.4
2,2027-03-07,Smartphone,558.82,3,416.59,172,8,1542.35,292.6
2,2027-03-08,Tablet,398.18,8,253.1,250,0,3185.45,1160.67
2,2027-03-09,Tablet,304.53,5,255.79,57,8,1400.82,121.89
2,2027-03-10,Laptop,1034.42,4,722.84,113,19,3351.52,460.17
5,2027-03-11,Smartphone,609.69,9,385.22,185,10,4938.47,1471.52
4,2027-03-12,Laptop,990.42,5,695.6,436,19,4011.21,533.21
1,2027-03-13,Auriculares,137.63,4,82.69,432,3,534.02,203.26
3,2027-03-14,Cámara,501.88,8,296.06,235,15,3412.76,1044.25
5,2027-03-15,Laptop,1030.34,8,674.65,176,13,7171.18,1773.95
1,2027-03-16,Cámara,548.12,8,286.61,465,19,3551.79,1258.89
5,2027-03-17,Smartphone,572.54,4,381.24,421,17,1900.83,375.88
5,2027-03-18,Auriculares,58.23,1,57.14,98,8,53.57,-3.57
3,2027-03-19,Smartphone,513.87,2,382.08,215,0,1027.74,263.58
4,2027-03-20,Auriculares,106.13,4,55.42,435,2,416.02,194.34
2,2027-03-21,Auriculares,122.6,2,35.28,176,19,198.62,128.06
4,2027-03-22,Cámara,433.82,3,257.53,442,0,1301.46,528.86
3,2027-03-23,Smartphone,671.02,9,406.13,351,2,5918.39,2263.2
3,2027-03-24,Smartphone,558.88,9,402.97,370,13,4376.06,749.33
3,2027-03-25,Laptop,894.82,9,710.36,226,13,7006.48,613.28
1,2027-03-26,Smartphone,674.74,7,386.54,252,12,4156.41,1450.62
4,2027-03-27,Laptop,901.35,4,684.41,206,0,3605.4,867.76
4,2027-03-28,Tablet,448.21,1,258.03,395,14,385.46,127.43
5,2027-03-29,Tablet,436.06,3,280.38,268,19,1059.62,218.47
5,2027-03-30,Tablet,415.98,8,250.22,334,6,3128.15,1126.37
5,2027-03-31,Smartphone,573.86,4,408.49,338,15,1951.13,317.16
3,2027-04-01,Smartphone,625.14,2,393.57,77,19,1012.73,225.59
4,2027-04-02,Laptop,1052.42,8,669.13,400,0,8419.39,3066.37
3,2027-04-03,Auriculares,50.71,7,69.35,132,14,305.27,-180.17
1,2027-04-04,Laptop,1048.82,9,718.17,161,19,7645.89,1182.37
5,2027-04-05,Tablet,446.54,2,264.22,203,14,768.06,239.62
3,2027-04-06,Laptop,1014.65,5,696.36,419,18,4160.08,678.27
3,2027-04-07,Auriculares,73.1,6,61.94,78,5,416.68,45.03
1,2027-04-08,Smartphone,646.77,2,417.88,444,5,1228.87,393.12
2,2027-04-09,Laptop,1025.42,2,732.4,262,0,2050.83,586.02
4,2027-04-10,Tablet,349.2,4,269.77,151,15,1187.29,108.2
2,2027-04-11,Tablet,381.63,8,251.28,467,17,2534.04,523.83
5,2027-04-12,Smartphone,640.95,5,373.83,409,12,2820.19,951.02
3,2027-04-13,Laptop,1005.73,9,703.11,263,11,8055.89,1727.87
1,2027-04-14,Auriculares,154.3,4,55.13,353,17,512.27,291.75
1,2027-04-15,Smartphone,582.92,3,414.18,204,9,1591.37,348.82
4,2027-04-16,Laptop,950.01,8,727.08,429,13,6612.04,795.41
2,2027-04-17,Cámara,609.68,1,298.1,249,19,493.84,195.74
4,2027-04-18,Tablet,315.96,9,292.02,217,10,2559.24,-68.94
3,2027-04-19,Auriculares,75.01,4,14.81,287,17,249.03,189.77
4,2027-04-20,Auriculares,113.99,9,58.39,208,11,913.04,387.56
1,2027-04-21,Auriculares,149.3,8,34.03,242,16,1003.32,731.09
1,2027-04-22,Tablet,432.32,3,211.86,216,2,1271.03,635.46
5,2027-04-23,Laptop,1115.56,3,695.96,275,0,3346.69,1258.8
5,2027-04-24,Smartphone,594.12,9,370.86,416,0,5347.08,2009.37
3,2027-04-25,Laptop,956.35,3,696.77,300,5,2725.6,635.29
2,2027-04-26,Smartphone,589.02,4,400.7,329,18,1931.97,329.19
4,2027-04-27,Auriculares,84.0,9,72.37,270,3,733.33,81.99
3,2027-04-28,Laptop,996.59,4,669.85,72,12,3507.98,828.59
5,2027-04-29,Auriculares,50.88,3,68.17,238,11,135.84,-68.67
4,2027-04-30,Cámara,539.2,7,301.96,460,7,3510.21,1396.48
5,2027-05-01,Auriculares,118.54,6,70.58,321,19,576.11,152.65
4,2027-05-02,Auriculares,36.81,1,41.36,478,6,34.6,-6.77
2,2027-05-03,Smartphone,648.4,8,373.36,76,6,4875.98,1889.14
3,2027-05-04,Cámara,459.43,1,275.65,438,6,431.86,156.21
4,2027-05-05,Auriculares,40.86,4,24.16,492,13,142.19,45.53
1,2027-05-06,Auriculares,104.37,6,59.56,259,17,519.74,162.41
1,2027-05-07,Cámara,412.11,6,329.54,84,18,2027.57,50.34
4,2027-05-08,Cámara,529.48,7,288.7,247,19,3002.12,981.22
4,2027-05-09,Laptop,858.06,5,712.58,223,18,3518.04,-44.88
4,2027-05-10,Smartphone,548.53,5,369.53,267,17,2276.41,428.75
1,2027-05-11,Cámara,578.76,4,303.61,105,5,2199.28,984.85
1,2027-05-12,Cámara,465.67,6,313.37,432,15,2374.9,494.67
4,2027-05-13,Tablet,374.42,7,221.04,201,2,2568.53,1021.26
5,2027-05-14,Cámara,563.68,1,295.92,443,1,558.05,262.12
5,2027-05-15,Smartphone,560.36,9,414.32,87,14,4337.16,608.3
2,2027-05-16,Auriculares,138.17,8,-8.68,247,19,895.35,964.76
3,2027-05-17,Auriculares,158.71,7,76.71,481,10,999.87,462.91
5,2027-05-18,Auriculares,123.93,9,57.07,58,18,914.58,400.92
1,2027-05-19,Auriculares,27.76,3,64.33,227,17,69.11,-123.89
5,2027-05-20,Tablet,369.8,4,241.75,374,10,1331.28,364.3
2,2027-05-21,Cámara,635.68,7,265.55,225,2,4360.77,2501.95
2,2027-05-22,Auriculares,75.47,6,60.68,472,3,439.26,75.17
3,2027-05-23,Laptop,1149.32,2,698.35,310,5,2183.7,787.0
5,2027-05-24,Auriculares,185.45,2,50.64,133,11,330.1,228.81
1,2027-05-25,Cámara,525.95,7,321.75,188,3,3571.22,1318.96
1,2027-05-26,Auriculares,114.86,9,65.24,291,11,920.04,332.87
4,2027-05-27,Tablet,376.76,9,288.42,365,3,3289.1,693.28
1,2027-05-28,Smartphone,595.55,7,403.08,204,1,4127.19,1305.65
3,2027-05-29,Smartphone,565.56,8,386.18,270,11,4026.81,937.41
3,2027-05-30,Cámara,496.82,3,296.23,184,12,1311.6,422.91
1,2027-05-31,Smartphone,531.89,1,408.31,237,15,452.11,43.79
1,2027-06-01,Smartphone,529.21,7,420.32,227,3,3593.35,651.13
4,2027-06-02,Laptop,1065.05,8,670.66,116,7,7923.98,2558.7
1,2027-06-03,Cámara,419.38,2,300.17,118,4,805.22,204.88
4,2027-06-04,Cámara,544.31,9,332.19,488,13,4261.92,1272.21
4,2027-06-05,Smartphone,505.28,4,395.2,126,14,1738.17,157.38
1,2027-06-06,Smartphone,631.48,9,418.62,449,10,5115.0,1347.42
2,2027-06-07,Smartphone,589.62,3,409.86,423,9,1609.66,380.08
2,2027-06-08,Tablet,466.07,8,269.12,61,9,3392.96,1240.02
4,2027-06-09,Auriculares,83.4,2,33.8,332,5,158.46,90.85
1,2027-06-10,Tablet,299.52,3,233.89,295,15,763.78,62.11
2,2027-06-11,Cámara,490.6,1,300.41,286,3,475.88,175.47
1,2027-06-12,Laptop,1007.98,5,669.36,301,8,4636.72,1289.94
1,2027-06-13,Auriculares,93.4,4,44.61,466,9,339.98,161.56
1,2027-06-14,Laptop,1028.76,1,705.06,256,4,987.61,282.55
5,2027-06-15,Cámara,471.78,9,335.69,390,9,3863.88,842.65
1,2027-06-16,Cámara,436.83,6,308.05,157,15,2227.83,379.51
5,2027-06-17,Laptop,950.02,6,712.5,258,10,5130.09,855.07
4,2027-06-18,Laptop,974.21,2,723.29,360,5,1851.0,404.42
2,2027-06-19,Laptop,973.78,7,680.71,357,6,6407.49,1642.54
2,2027-06-20,Cámara,620.31,9,296.7,342,11,4968.65,2298.37
2,2027-06-21,Smartphone,662.76,6,448.51,162,12,3499.35,808.3
2,2027-06-22,Laptop,1034.34,8,698.42,425,16,6950.73,1363.39
2,2027-06-23,Auriculares,122.3,5,72.33,64,8,562.58,200.94
2,2027-06-24,Cámara,514.99,2,319.27,389,7,957.88,319.33
2,2027-06-25,Tablet,415.25,4,220.44,132,15,1411.85,530.1
4,2027-06-26,Tablet,408.16,1,256.21,114,2,400.0,143.79
1,2027-06-27,Auriculares,102.01,1,52.93,52,4,97.93,44.99
3,2027-06-28,Smartphone,495.41,6,406.6,410,12,2615.75,176.15
5,2027-06-29,Laptop,981.54,2,684.92,285,17,1629.36,259.53
3,2027-06-30,Cámara,487.98,6,277.66,438,15,2488.72,822.75
3,2027-07-01,Laptop,962.55,1,690.48,442,13,837.42,146.94
1,2027-07-02,Cámara,472.2,3,298.04,178,10,1274.93,380.79
1,2027-07-03,Tablet,415.04,9,273.7,296,17,3100.33,637.03
1,2027-07-04,Laptop,1038.38,2,736.35,284,7,1931.39,458.69
2,2027-07-05,Auriculares,114.96,8,77.93,79,11,818.53,195.07
4,2027-07-06,Smartphone,637.12,6,417.2,120,18,3134.64,631.42
2,2027-07-07,Auriculares,138.01,6,29.91,197,19,670.71,491.23
4,2027-07-08,Smartphone,585.01,7,391.82,142,1,4054.15,1311.4
4,2027-07-09,Laptop,1026.27,5,704.2,332,8,4720.82,1199.83
3,2027-07-10,Laptop,912.68,4,687.35,266,8,3358.67,609.26
3,2027-07-11,Smartphone,580.78,6,411.54,287,13,3031.69,562.43
4,2027-07-12,Tablet,374.91,8,264.41,276,14,2579.36,464.09
4,2027-07-13,Cámara,576.57,4,310.73,268,10,2075.64,832.74
2,2027-07-14,Auriculares,116.85,5,70.5,368,12,514.16,161.65
2,2027-07-15,Auriculares,33.28,7,31.91,386,4,223.62,0.27
3,2027-07-16,Auriculares,129.73,6,68.66,80,5,739.46,327.52
1,2027-07-17,Laptop,1045.49,4,686.09,452,4,4014.68,1270.33
4,2027-07-18,Auriculares,95.52,4,31.18,163,0,382.07,257.34
2,2027-07-19,Cámara,534.51,4,310.64,151,17,1774.58,532.01
3,2027-07-20,Cámara,375.21,1,324.32,142,7,348.95,24.63
2,2027-07-21,Smartphone,465.03,5,409.76,256,16,1953.14,-95.66
4,2027-07-22,Laptop,941.07,8,700.42,495,10,6775.68,1172.35
4,2027-07-23,Cámara,507.45,7,306.2,440,10,3196.95,1053.53
5,2027-07-24,Tablet,476.61,5,252.73,278,2,2335.38,1071.74
1,2027-07-25,Laptop,943.68,3,677.48,470,7,2632.86,600.42
5,2027-07-26,Laptop,957.32,1,675.15,120,7,890.3,215.16
3,2027-07-27,Cámara,504.43,7,298.42,391,2,3460.39,1371.43
2,2027-07-28,Tablet,375.38,3,251.6,185,9,1024.8,270.01
3,2027-07-29,Smartphone,572.54,4,400.23,490,18,1877.93,277.03
4,2027-07-30,Cámara,478.93,5,313.52,333,13,2083.33,515.72
5,2027-07-31,Tablet,465.74,8,245.69,387,17,3092.51,1126.99
5,2027-08-01,Laptop,1055.81,7,711.26,400,2,7242.83,2264.02
5,2027-08-02,Tablet,401.17,9,247.11,66,19,2924.55,700.58
3,2027-08-03,Laptop,1082.72,3,736.47,264,13,2825.91,616.51
4,2027-08-04,Cámara,525.45,1,301.61,444,10,472.91,171.29
2,2027-08-05,Cámara,557.69,1,346.81,448,9,507.5,160.69
2,2027-08-06,Auriculares,56.97,1,57.04,463,13,49.57,-7.47
3,2027-08-07,Auriculares,67.32,2,45.73,293,0,134.63,43.18
5,2027-08-08,Auriculares,66.78,2,32.01,144,15,113.53,49.51
1,2027-08-09,Cámara,495.66,7,271.14,170,5,3296.16,1398.17
3,2027-08-10,Smartphone,603.0,9,380.17,55,17,4504.38,1082.84
3,2027-08-11,Cámara,516.21,8,282.41,317,15,3510.22,1250.96
4,2027-08-12,Tablet,498.66,4,257.9,136,18,1635.59,604.0
2,2027-08-13,Cámara,536.06,2,289.48,238,15,911.31,332.36
3,2027-08-14,Cámara,474.26,3,303.74,152,4,1365.87,454.65
3,2027-08-15,Laptop,999.84,5,725.64,153,11,4449.27,821.07
5,2027-08-16,Laptop,1075.25,9,698.24,469,5,9193.36,2909.17
5,2027-08-17,Laptop,1039.09,8,741.58,340,1,8229.62,2296.96
1,2027-08-18,Cámara,574.59,3,276.48,116,15,1465.2,635.75
4,2027-08-19,Smartphone,575.87,9,396.99,155,10,4664.51,1091.62
1,2027-08-20,Tablet,364.42,3,239.21,297,11,972.99,255.35
5,2027-08-21,Tablet,365.15,8,268.73,397,10,2629.06,479.22
2,2027-08-22,Smartphone,579.9,1,355.2,256,19,469.72,114.52
5,2027-08-23,Smartphone,546.84,4,371.14,254,18,1793.62,309.07
4,2027-08-24,Tablet,414.76,4,247.85,368,7,1542.91,551.49
5,2027-08-25,Auriculares,115.62,6,81.03,132,17,575.78,89.62
4,2027-08-26,Laptop,1066.94,2,704.52,473,4,2048.52,639.49
4,2027-08-27,Laptop,911.99,7,672.97,131,11,5681.68,970.89
4,2027-08-28,Tablet,352.79,5,226.06,336,9,1605.21,474.93
4,2027-08-29,Smartphone,640.28,6,433.46,86,14,3303.84,703.08
4,2027-08-30,Auriculares,109.17,6,37.58,262,4,628.84,403.38
2,2027-08-31,Tablet,402.24,6,231.14,182,16,2027.29,640.45
1,2027-09-01,Laptop,1063.19,8,729.55,164,3,8250.38,2414.0
3,2027-09-02,Cámara,449.5,4,320.22,426,11,1600.23,319.34
1,2027-09-03,Smartphone,563.56,8,425.48,260,17,3742.06,338.21
4,2027-09-04,Cámara,457.67,9,281.0,181,7,3830.73,1301.74
2,2027-09-05,Tablet,299.35,4,219.5,423,19,969.91,91.92
5,2027-09-06,Laptop,1006.64,1,702.66,203,16,845.58,142.92
2,2027-09-07,Auriculares,73.86,3,56.7,457,7,206.06,35.95
4,2027-09-08,Cámara,463.35,1,307.29,472,12,407.75,100.46
2,2027-09-09,Auriculares,54.33,7,79.56,489,2,372.7,-184.25
2,2027-09-10,Laptop,999.11,1,665.32,487,2,979.13,313.81
4,2027-09-11,Cámara,460.07,4,317.19,343,6,1729.87,461.1
2,2027-09-12,Auriculares,111.08,1,28.07,415,17,92.2,64.13
3,2027-09-13,Auriculares,122.96,2,67.11,231,6,231.16,96.93
3,2027-09-14,Cámara,485.27,1,290.5,196,1,480.42,189.92
2,2027-09-15,Laptop,981.88,5,683.72,271,6,4614.82,1196.22
5,2027-09-16,Auriculares,109.27,7,37.8,331,1,757.27,492.66
4,2027-09-17,Tablet,398.56,3,221.09,176,6,1123.93,460.67
3,2027-09-18,Cámara,566.51,8,300.81,357,13,3942.9,1536.43
5,2027-09-19,Smartphone,615.91,5,384.55,252,14,2648.43,725.69
2,2027-09-20,Smartphone,654.78,5,415.73,167,15,2782.81,704.18
5,2027-09-21,Laptop,1030.53,5,712.8,110,7,4791.94,1227.94
1,2027-09-22,Tablet,334.08,8,283.76,280,15,2271.74,1.63
3,2027-09-23,Auriculares,72.09,2,57.33,199,6,135.52,20.87
2,2027-09-24,Smartphone,597.6,2,410.41,194,10,1075.67,254.84
4,2027-09-25,Laptop,1043.42,8,728.0,444,3,8096.96,2272.94
2,2027-09-26,Tablet,496.39,9,237.45,160,17,3708.04,1571.02
4,2027-09-27,Tablet,375.79,2,220.23,216,12,661.4,220.93
2,2027-09-28,Laptop,1002.76,4,704.0,238,16,3369.28,553.28
5,2027-09-29,Laptop,1040.0,8,671.55,98,11,7404.77,2032.39
5,2027-09-30,Auriculares,97.11,2,99.08,156,17,161.2,-36.96
5,2027-10-01,Laptop,1082.2,4,729.11,142,9,3939.23,1022.79
1,2027-10-02,Auriculares,32.61,1,93.28,173,6,30.65,-62.63
4,2027-10-03,Auriculares,133.9,2,51.25,366,11,238.34,135.85
5,2027-10-04,Cámara,533.41,7,311.01,189,11,3323.15,1146.07
1,2027-10-05,Tablet,457.6,1,240.81,446,12,402.69,161.88
4,2027-10-06,Tablet,403.1,1,267.66,363,0,403.1,135.44
2,2027-10-07,Tablet,444.58,2,225.69,60,6,835.8,384.42
1,2027-10-08,Cámara,487.54,4,249.14,497,15,1657.65,661.09
3,2027-10-09,Auriculares,59.93,7,34.19,464,15,356.59,117.29
1,2027-10-10,Auriculares,52.64,4,20.89,444,15,178.98,95.41
1,2027-10-11,Laptop,927.93,5,729.56,427,15,3943.7,295.91
4,2027-10-12,Cámara,477.93,4,336.31,410,13,1663.2,317.95
2,2027-10-13,Laptop,1015.57,4,671.94,220,10,3656.07,968.3
3,2027-10-14,Cámara,489.59,9,325.83,85,18,3613.2,680.69
5,2027-10-15,Laptop,1009.9,6,719.03,179,10,5453.45,1139.28
5,2027-10-16,Smartphone,661.74,3,368.6,392,1,1965.38,859.57
1,2027-10-17,Tablet,374.13,6,242.19,110,6,2110.07,656.9
4,2027-10-18,Tablet,517.01,7,238.4,469,8,3329.58,1660.8
4,2027-10-19,Auriculares,137.76,7,64.96,383,8,887.19,432.47
5,2027-10-20,Smartphone,590.15,8,375.42,98,13,4107.47,1104.07
3,2027-10-21,Tablet,389.02,4,248.02,460,9,1416.03,423.94
2,2027-10-22,Auriculares,49.59,1,36.28,445,15,42.15,5.87
3,2027-10-23,Smartphone,598.71,6,409.47,235,17,2981.6,524.8
2,2027-10-24,Tablet,291.92,8,245.66,270,0,2335.36,370.05
5,2027-10-25,Laptop,1062.79,5,689.3,55,1,5260.8,1814.33
2,2027-10-26,Cámara,359.17,3,295.73,349,19,872.78,-14.42
4,2027-10-27,Smartphone,602.09,4,440.72,224,3,2336.1,573.22
1,2027-10-28,Auriculares,42.8,8,41.66,328,1,338.98,5.68
1,2027-10-29,Smartphone,564.94,6,379.18,420,3,3287.96,1012.88
5,2027-10-30,Auriculares,71.39,5,61.67,403,5,339.11,30.77
4,2027-10-31,Smartphone,696.28,9,397.13,413,3,6078.54,2504.37
3,2027-11-01,Auriculares,44.84,3,21.7,253,17,111.65,46.56
4,2027-11-02,Tablet,445.71,7,294.63,145,4,2995.19,932.78
1,2027-11-03,Laptop,1058.02,9,692.95,331,10,8569.96,2333.41
1,2027-11-04,Tablet,283.08,4,242.44,184,12,996.44,26.67
4,2027-11-05,Laptop,969.23,3,703.2,465,2,2849.54,739.95
4,2027-11-06,Tablet,474.22,1,284.6,82,18,388.86,104.26
1,2027-11-07,Tablet,334.26,9,216.41,131,19,2436.77,489.12
3,2027-11-08,Smartphone,659.91,1,405.52,197,10,593.92,188.4
5,2027-11-09,Cámara,499.11,2,341.75,144,10,898.39,214.9
5,2027-11-10,Auriculares,96.95,9,52.57,485,1,863.78,390.61
4,2027-11-11,Auriculares,103.47,5,25.29,219,14,444.94,318.47
5,2027-11-12,Auriculares,117.13,4,37.63,260,7,435.72,285.19
1,2027-11-13,Laptop,952.22,9,704.14,434,1,8484.26,2147.02
1,2027-11-14,Auriculares,86.98,9,76.62,240,7,728.01,38.47
4,2027-11-15,Auriculares,118.53,2,43.21,56,19,192.02,105.59
4,2027-11-16,Smartphone,608.84,3,416.53,429,14,1570.82,321.22
4,2027-11-17,Tablet,417.46,3,221.29,363,15,1064.53,400.65
3,2027-11-18,Auriculares,64.07,5,21.13,391,12,281.89,176.26
5,2027-11-19,Cámara,531.61,3,290.34,483,16,1339.67,468.64
4,2027-11-20,Auriculares,106.32,6,78.76,83,13,555.01,82.45
2,2027-11-21,Laptop,920.96,2,701.38,100,13,1602.48,199.72
2,2027-11-22,Laptop,973.43,6,705.8,169,0,5840.59,1605.81
1,2027-11-23,Laptop,955.22,6,705.56,187,0,5731.35,1497.98
5,2027-11-24,Auriculares,54.58,2,72.18,416,2,106.98,-37.39
4,2027-11-25,Smartphone,576.18,6,387.8,155,14,2973.07,646.29
2,2027-11-26,Cámara,530.67,6,313.77,331,4,3056.68,1174.09
5,2027-11-27,Auriculares,68.66,6,33.38,81,4,395.48,195.19
1,2027-11-28,Smartphone,611.25,5,439.67,173,3,2964.58,766.25
3,2027-11-29,Smartphone,603.06,7,383.99,219,13,3672.62,984.68
5,2027-11-30,Auriculares,61.05,5,32.35,495,19,247.24,85.48
5,2027-12-01,Auriculares,82.76,1,60.99,61,6,77.79,16.8
3,2027-12-02,Smartphone,643.24,9,401.6,217,14,4978.7,1364.33
5,2027-12-03,Smartphone,607.49,3,406.54,392,10,1640.22,420.61
1,2027-12-04,Smartphone,627.44,2,404.55,127,13,1091.75,282.66
1,2027-12-05,Auriculares,163.62,6,28.19,83,5,932.66,763.51
3,2027-12-06,Smartphone,621.75,8,432.27,258,9,4526.32,1068.18
4,2027-12-07,Laptop,903.97,2,717.87,375,6,1699.46,263.71
2,2027-12-08,Auriculares,113.53,4,77.18,460,9,413.25,104.53
4,2027-12-09,Laptop,969.09,2,689.43,57,13,1686.22,307.36
5,2027-12-10,Tablet,490.52,9,258.33,274,4,4238.05,1913.08
2,2027-12-11,Auriculares,119.96,2,53.95,276,0,239.93,132.03
3,2027-12-12,Tablet,370.13,2,272.56,224,18,607.01,61.89
3,2027-12-13,Smartphone,628.33,5,423.2,130,7,2921.71,805.69
2,2027-12-14,Smartphone,604.54,5,403.86,331,18,2478.61,459.31
1,2027-12-15,Cámara,414.1,7,269.64,106,16,2434.92,547.43
2,2027-12-16,Smartphone,643.15,1,435.59,184,18,527.39,91.79
5,2027-12-17,Tablet,379.72,2,261.12,287,15,645.53,123.29
1,2027-12-18,Smartphone,671.03,6,387.83,266,3,3905.4,1578.41
3,2027-12-19,Auriculares,93.78,2,58.13,276,7,174.43,58.17
2,2027-12-20,Smartphone,671.96,4,369.78,75,3,2607.22,1128.11
4,2027-12-21,Cámara,521.24,6,321.11,236,12,2752.17,825.53
4,2027-12-22,Smartphone,648.71,7,370.58,419,6,4268.49,1674.46
5,2027-12-23,Tablet,375.41,5,245.58,167,0,1877.05,649.13
4,2027-12-24,Tablet,417.65,8,254.89,246,8,3073.91,1034.79
2,2027-12-25,Smartphone,513.69,6,420.78,165,3,2989.67,465.0
2,2027-12-26,Tablet,393.65,5,252.13,352,13,1712.37,451.72
4,2027-12-27,Tablet,325.77,4,262.7,151,8,1198.85,148.05
2,2027-12-28,Cámara,442.85,6,299.44,429,2,2603.96,807.34
5,2027-12-29,Auriculares,55.46,6,49.36,212,14,286.17,-9.97
1,2027-12-30,Cámara,533.02,6,301.71,463,4,3070.2,1259.94
5,2027-12-31,Laptop,992.63,1,696.22,227,0,992.63,296.41
5,2028-01-01,Cámara,501.57,6,266.27,329,10,2708.49,1110.87
2,2028-01-02,Smartphone,591.27,1,384.63,335,18,484.84,100.21
1,2028-01-03,Auriculares,154.04,5,54.9,261,4,739.37,464.9
2,2028-01-04,Smartphone,600.2,7,395.02,103,16,3529.19,764.07
3,2028-01-05,Laptop,1012.44,1,696.88,116,18,830.2,133.32
2,2028-01-06,Auriculares,71.49,1,43.53,81,16,60.05,16.52
2,2028-01-07,Tablet,457.47,6,232.73,300,4,2635.03,1238.66
2,2028-01-08,Cámara,561.22,7,290.14,57,19,3182.11,1151.15
1,2028-01-09,Smartphone,598.16,6,393.86,483,8,3301.82,938.64
2,2028-01-10,Laptop,970.79,5,700.1,480,5,4611.23,1110.72
1,2028-01-11,Tablet,319.2,6,257.87,264,12,1685.38,138.18
4,2028-01-12,Cámara,456.57,3,296.39,95,10,1232.74,343.57
3,2028-01-13,Tablet,291.65,9,229.41,129,0,2624.81,560.15
1,2028-01-14,Cámara,454.47,5,272.04,84,16,1908.77,548.57
4,2028-01-15,Auriculares,117.85,2,101.95,238,5,223.91,20.01
1,2028-01-16,Tablet,397.48,7,227.4,138,2,2726.71,1134.89
1,2028-01-17,Tablet,516.16,3,239.63,384,15,1316.22,597.33
3,2028-01-18,Tablet,381.45,1,260.34,484,12,335.67,75.33
5,2028-01-19,Auriculares,77.54,3,57.22,496,11,207.04,35.39
5,2028-01-20,Laptop,1053.14,9,710.42,185,10,8530.42,2136.67
1,2028-01-21,Cámara,403.65,5,291.15,83,1,1998.08,542.35
2,2028-01-22,Tablet,325.91,7,254.77,330,18,1870.73,87.33
4,2028-01-23,Auriculares,133.19,3,51.23,162,7,371.61,217.93
2,2028-01-24,Laptop,990.23,4,693.76,221,12,3485.61,710.58
2,2028-01-25,Cámara,491.38,1,304.91,388,13,427.5,122.59
1,2028-01-26,Auriculares,53.14,3,71.11,92,14,137.11,-76.21
1,2028-01-27,Cámara,511.99,7,299.56,431,16,3010.49,913.6
1,2028-01-28,Tablet,359.6,4,249.69,483,14,1237.02,238.26
1,2028-01-29,Laptop,1003.64,2,721.36,62,9,1826.62,383.89
5,2028-01-30,Auriculares,42.08,5,69.23,223,0,210.38,-135.76
1,2028-01-31,Laptop,990.88,5,731.68,174,11,4409.42,751.02
5,2028-02-01,Tablet,501.24,2,214.88,381,8,922.29,492.54
5,2028-02-02,Laptop,978.75,6,718.1,256,4,5637.62,1329.0
1,2028-02-03,Laptop,993.41,4,712.03,392,14,3417.34,569.21
3,2028-02-04,Smartphone,589.87,1,382.29,486,2,578.08,195.79
4,2028-02-05,Laptop,1008.73,3,705.03,496,18,2481.47,366.37
2,2028-02-06,Cámara,523.41,9,321.02,153,6,4428.03,1538.83
5,2028-02-07,Auriculares,112.86,7,33.42,179,6,742.63,508.71
4,2028-02-08,Smartphone,613.97,6,408.85,89,6,3462.77,1009.66
3,2028-02-09,Auriculares,90.96,1,67.43,72,1,90.05,22.62
2,2028-02-10,Auriculares,105.01,9,28.58,301,1,935.68,678.46
2,2028-02-11,Tablet,389.3,9,247.15,492,11,3118.31,893.92
5,2028-02-12,Tablet,309.38,1,256.02,374,4,297.01,40.99
1,2028-02-13,Smartphone,731.53,6,384.08,339,3,4257.51,1953.04
3,2028-02-14,Tablet,436.41,7,232.42,251,6,2871.57,1244.65
5,2028-02-15,Tablet,351.03,2,247.3,204,15,596.76,102.16
3,2028-02-16,Tablet,411.5,8,266.03,104,2,3226.18,1097.92
1,2028-02-17,Auriculares,32.69,8,62.87,155,1,258.93,-244.07
1,2028-02-18,Smartphone,575.29,6,382.77,309,16,2899.46,602.83
5,2028-02-19,Auriculares,25.9,9,63.04,249,8,214.46,-352.93
1,2028-02-20,Cámara,497.44,3,283.28,375,19,1208.78,358.94
4,2028-02-21,Auriculares,20.93,2,17.8,266,7,38.93,3.34
2,2028-02-22,Cámara,519.42,2,292.66,460,11,924.57,339.26
5,2028-02-23,Laptop,1034.11,6,722.46,96,6,5832.39,1497.63
3,2028-02-24,Laptop,958.65,7,713.12,419,13,5838.18,846.35
4,2028-02-25,Cámara,508.04,6,299.97,166,15,2591.03,791.22
5,2028-02-26,Cámara,456.0,3,291.67,423,0,1368.01,493.01
1,2028-02-27,Auriculares,125.59,5,42.2,473,9,571.42,360.4
1,2028-02-28,Cámara,465.57,8,302.18,261,10,3352.1,934.69
1,2028-02-29,Smartphone,639.45,6,378.63,204,6,3606.49,1334.7
1,2028-03-01,Laptop,909.42,2,693.04,312,17,1509.64,123.56
3,2028-03-02,Laptop,949.75,7,695.69,200,18,5451.57,581.75
4,2028-03-03,Cámara,444.56,8,272.98,261,13,3094.13,910.3
2,2028-03-04,Tablet,410.17,4,233.23,241,16,1378.16,445.24
3,2028-03-05,Tablet,427.75,1,258.21,418,18,350.76,92.55
3,2028-03-06,Cámara,514.03,2,300.19,292,12,904.7,304.32
2,2028-03-07,Smartphone,574.55,4,393.82,147,2,2252.24,676.94
2,2028-03-08,Tablet,260.25,7,231.77,78,1,1803.5,181.1
