ID,Edad,Nivel_Educativo,Experiencia_Anios,Departamento,Horas_Entrenamiento_Mensual,Satisfaccion_Laboral,Remoto,Salario_Mensual
3244,64,Técnica,40,Recursos Humanos,14,Media,Sí,7862.52
3245,55,Secundaria,36,Recursos Humanos,8,Baja,Sí,6925.72
3246,32,Universitaria,8,Marketing,6,Alta,No,4923.94
3247,38,Postgrado,17,Recursos Humanos,16,Muy Alta,No,6270.77
3248,52,Secundaria,32,Marketing,9,Muy Alta,No,7103.89
3249,63,Secundaria,39,Recursos Humanos,11,Muy Alta,No,7577.54
3250,31,Técnica,9,Finanzas,7,Baja,No,3204.48
3251,53,Universitaria,35,Ventas,5,Media,Sí,7447.21
3252,29,Universitaria,7,Recursos Humanos,11,Media,No,4134.06
3253,34,Universitaria,13,Recursos Humanos,5,Alta,No,4812.5
3254,56,Secundaria,32,Finanzas,12,Muy Alta,No,6868.07
3255,26,Universitaria,8,TI,11,Alta,No,4016.32
3256,52,Postgrado,30,Marketing,13,Media,No,7290.33
3257,30,Secundaria,12,TI,14,Muy Alta,Sí,4391.25
3258,32,Técnica,11,Ventas,12,Alta,Sí,4139.59
3259,35,Universitaria,15,TI,17,Media,Sí,5321.17
3260,50,Técnica,30,Ventas,6,Alta,No,6737.58
3261,23,Universitaria,0,Marketing,11,Baja,No,3008.82
3262,44,Postgrado,22,Finanzas,5,Baja,Sí,5934.83
3263,40,Universitaria,21,Ventas,7,Alta,No,5694.8
3264,44,Técnica,23,Marketing,9,Alta,No,6350.14
3265,51,Universitaria,29,Finanzas,9,Media,Sí,7134.06
3266,63,Técnica,40,TI,8,Alta,No,7767.93
3267,55,Técnica,35,TI,7,Alta,No,7170.82
3268,31,Técnica,7,Ventas,10,Muy Alta,No,3876.03
3269,53,Secundaria,35,Recursos Humanos,5,Alta,No,6931.8
3270,25,Postgrado,4,Recursos Humanos,8,Media,Sí,4642.21
3271,52,Universitaria,34,Finanzas,9,Baja,Sí,7469.34
3272,36,Postgrado,13,TI,14,Muy Alta,Sí,6048.83
3273,47,Postgrado,24,Marketing,12,Baja,Sí,6135.41
3274,31,Secundaria,10,Finanzas,10,Muy Alta,No,4025.43
3275,37,Técnica,13,Ventas,7,Alta,No,4782.39
3276,42,Técnica,23,Ventas,11,Alta,No,5244.84
3277,57,Técnica,34,Finanzas,11,Alta,No,7041.91
3278,41,Universitaria,21,Marketing,7,Media,Sí,5699.28
3279,31,Universitaria,12,TI,12,Alta,Sí,5496.39
3280,43,Postgrado,21,TI,14,Media,Sí,6599.38
3281,55,Postgrado,32,Marketing,15,Alta,Sí,8009.36
3282,40,Secundaria,20,TI,9,Baja,No,4781.5
3283,39,Postgrado,17,Recursos Humanos,8,Media,No,5845.56
3284,65,Universitaria,40,Recursos Humanos,7,Baja,No,7806.6
3285,36,Universitaria,15,Marketing,8,Media,No,5373.02
3286,63,Técnica,40,Recursos Humanos,9,Media,Sí,7623.83
3287,20,Técnica,2,Finanzas,9,Baja,No,2665.7
3288,59,Técnica,38,TI,13,Muy Alta,No,7903.97
3289,36,Técnica,15,Finanzas,13,Media,Sí,4991.75
3290,26,Universitaria,7,Marketing,13,Muy Alta,No,4911.27
3291,45,Universitaria,26,Recursos Humanos,11,Muy Alta,Sí,6728.47
3292,37,Técnica,17,Finanzas,13,Alta,No,5192.33
3293,62,Técnica,40,Finanzas,8,Alta,No,7977.48
3294,24,Secundaria,6,Ventas,8,Alta,No,3309.98
3295,31,Secundaria,10,Finanzas,18,Alta,No,4210.6
3296,26,Postgrado,2,Recursos Humanos,15,Alta,No,3811.48
3297,36,Secundaria,18,TI,15,Alta,No,4947.9
3298,64,Secundaria,40,TI,7,Alta,No,7702.64
3299,31,Técnica,7,TI,12,Muy Alta,Sí,4468.48
3300,55,Universitaria,31,Recursos Humanos,12,Alta,No,7298.25
3301,53,Universitaria,29,TI,10,Media,No,6424.83
3302,57,Universitaria,38,TI,11,Media,No,8184.11
3303,34,Universitaria,16,Marketing,11,Alta,Sí,5561.58
3304,47,Técnica,29,Marketing,11,Baja,Sí,5925.03
3305,26,Técnica,4,Ventas,10,Muy Alta,No,3483.09
3306,50,Técnica,26,Ventas,7,Alta,Sí,5986.79
3307,42,Universitaria,18,Finanzas,6,Alta,Sí,5459.53
3308,31,Secundaria,11,Finanzas,9,Media,Sí,3994.94
3309,28,Universitaria,8,Finanzas,14,Alta,Sí,3920.15
3310,52,Técnica,31,Ventas,8,Media,Sí,7055.07
3311,58,Universitaria,38,TI,8,Muy Alta,No,8627.11
3312,31,Universitaria,8,Finanzas,8,Muy Alta,No,4970.23
3313,47,Universitaria,26,TI,8,Alta,No,6226.08
3314,58,Técnica,34,TI,14,Baja,No,7033.6
3315,21,Técnica,0,Ventas,11,Alta,Sí,3616.91
3316,21,Postgrado,1,Marketing,12,Baja,No,4186.02
3317,45,Técnica,23,Marketing,16,Alta,No,5546.99
3318,25,Universitaria,5,Recursos Humanos,13,Alta,Sí,4480.53
3319,19,Técnica,0,Marketing,11,Alta,Sí,3207.06
3320,58,Universitaria,36,Finanzas,9,Media,No,7756.72
3321,63,Técnica,40,Ventas,7,Alta,Sí,7926.54
3322,39,Postgrado,21,TI,6,Media,No,6256.93
3323,58,Postgrado,40,Ventas,12,Baja,No,8860.23
3324,33,Postgrado,10,Recursos Humanos,12,Alta,Sí,4963.45
3325,46,Técnica,28,Recursos Humanos,10,Alta,No,6120.25
3326,65,Técnica,40,Recursos Humanos,8,Alta,No,7740.61
3327,47,Secundaria,23,TI,12,Muy Alta,Sí,6092.26
3328,29,Postgrado,10,Recursos Humanos,9,Alta,No,5206.42
3329,52,Secundaria,30,Recursos Humanos,10,Baja,Sí,5582.97
3330,28,Universitaria,4,Recursos Humanos,7,Media,No,3700.8
3331,63,Técnica,40,TI,11,Alta,Sí,8274.76
3332,38,Secundaria,14,Recursos Humanos,13,Muy Alta,No,4783.88
3333,38,Secundaria,15,Finanzas,7,Media,Sí,4617.07
3334,22,Postgrado,3,Ventas,9,Baja,No,4211.78
3335,65,Postgrado,40,Recursos Humanos,14,Alta,No,8601.5
3336,37,Técnica,19,Recursos Humanos,9,Baja,Sí,5289.76
3337,54,Secundaria,31,Ventas,8,Alta,No,6209.69
3338,20,Postgrado,0,Recursos Humanos,13,Baja,Sí,4058.57
3339,61,Secundaria,40,Recursos Humanos,7,Baja,No,6820.36
3340,50,Secundaria,32,Finanzas,10,Muy Alta,No,6669.81
3341,26,Universitaria,8,Marketing,8,Alta,No,4457.28
3342,26,Universitaria,7,TI,9,Media,Sí,4155.13
3343,21,Técnica,0,TI,12,Alta,Sí,3453.07
3344,52,Secundaria,34,Ventas,11,Media,No,6253.82
3345,34,Secundaria,10,Finanzas,12,Alta,No,3468.66
3346,51,Técnica,27,TI,11,Muy Alta,No,6316.12
3347,41,Técnica,19,Ventas,15,Alta,No,5797.31
3348,49,Secundaria,27,Ventas,9,Alta,No,5460.5
3349,18,Postgrado,0,Ventas,9,Media,No,3790.88
3350,25,Universitaria,6,TI,4,Baja,Sí,4227.74
3351,62,Universitaria,40,Marketing,18,Alta,Sí,8539.35
3352,40,Secundaria,20,Ventas,10,Alta,Sí,5063.16
3353,64,Postgrado,40,Recursos Humanos,7,Media,Sí,8361.56
3354,57,Universitaria,34,Marketing,8,Alta,No,7888.03
3355,29,Técnica,6,Marketing,7,Alta,No,3834.46
3356,29,Secundaria,8,Recursos Humanos,16,Media,No,3628.88
3357,63,Secundaria,40,TI,17,Alta,Sí,7750.89
3358,64,Técnica,40,TI,12,Media,No,7808.87
3359,32,Secundaria,10,Finanzas,16,Alta,No,4068.71
3360,58,Secundaria,34,TI,15,Alta,No,7185.82
3361,36,Secundaria,13,Finanzas,6,Muy Alta,No,4373.71
3362,43,Universitaria,21,Ventas,8,Alta,Sí,5868.0
3363,46,Universitaria,24,TI,12,Media,Sí,6336.44
3364,39,Secundaria,21,TI,9,Baja,No,4880.83
3365,57,Técnica,36,Recursos Humanos,14,Media,No,7293.32
3366,38,Universitaria,18,Ventas,9,Alta,Sí,6388.65
3367,55,Técnica,34,Finanzas,10,Muy Alta,No,7226.54
3368,37,Universitaria,19,Ventas,6,Alta,No,6006.98
3369,46,Universitaria,26,Marketing,14,Muy Alta,No,6733.03
3370,21,Técnica,1,Recursos Humanos,21,Alta,Sí,3676.14
3371,24,Técnica,5,Marketing,5,Alta,No,3767.38
3372,45,Secundaria,24,Finanzas,14,Muy Alta,Sí,6186.11
3373,45,Universitaria,24,TI,13,Media,Sí,6525.15
3374,21,Universitaria,2,TI,6,Baja,No,3122.17
3375,39,Postgrado,17,TI,15,Muy Alta,No,5399.51
3376,29,Secundaria,11,Finanzas,14,Alta,Sí,4560.13
3377,62,Postgrado,40,Marketing,13,Alta,Sí,8091.45
3378,20,Universitaria,1,Finanzas,10,Alta,No,3419.54
3379,39,Secundaria,15,Finanzas,6,Alta,No,4274.14
3380,61,Técnica,40,Marketing,13,Alta,No,8228.15
3381,19,Universitaria,0,TI,12,Alta,No,4000.77
3382,41,Secundaria,17,Recursos Humanos,9,Media,No,4658.21
3383,51,Universitaria,32,Finanzas,7,Media,No,6992.46
3384,44,Postgrado,21,Finanzas,8,Alta,No,6133.09
3385,58,Secundaria,36,Marketing,8,Alta,Sí,7365.94
3386,18,Postgrado,0,Recursos Humanos,9,Media,Sí,3372.87
3387,25,Técnica,2,Finanzas,6,Muy Alta,Sí,3201.69
3388,40,Universitaria,18,Ventas,5,Baja,Sí,5126.1
3389,55,Universitaria,32,Recursos Humanos,11,Alta,Sí,7355.35
3390,23,Universitaria,3,Finanzas,7,Alta,No,3193.04
3391,39,Técnica,19,Recursos Humanos,14,Baja,Sí,5702.95
3392,42,Universitaria,22,Ventas,11,Baja,Sí,5696.12
3393,35,Secundaria,15,Ventas,9,Muy Alta,Sí,4656.81
3394,34,Universitaria,15,Recursos Humanos,11,Media,Sí,5472.33
3395,29,Universitaria,9,TI,11,Media,No,3958.07
3396,23,Técnica,0,Recursos Humanos,11,Muy Alta,Sí,3381.67
3397,43,Postgrado,23,Marketing,7,Media,No,6459.28
3398,44,Universitaria,20,TI,10,Alta,Sí,5758.17
3399,25,Secundaria,6,Ventas,4,Baja,No,3048.14
3400,36,Postgrado,16,TI,14,Alta,Sí,6087.32
3401,59,Universitaria,37,Ventas,13,Alta,No,7802.37
3402,18,Universitaria,0,Ventas,9,Alta,Sí,4224.58
3403,46,Técnica,25,Ventas,15,Muy Alta,No,6310.34
3404,62,Técnica,40,Marketing,8,Alta,Sí,8083.37
3405,52,Postgrado,34,Marketing,3,Alta,No,7841.2
3406,57,Técnica,39,Finanzas,10,Alta,Sí,7975.28
3407,31,Técnica,13,Marketing,7,Media,Sí,4481.94
3408,52,Técnica,33,Ventas,11,Media,No,7277.69
3409,65,Técnica,40,Recursos Humanos,7,Alta,No,8341.48
3410,62,Secundaria,38,TI,14,Alta,No,7554.67
3411,37,Universitaria,19,Recursos Humanos,12,Baja,No,5395.45
3412,30,Secundaria,9,Ventas,5,Muy Alta,No,3912.77
3413,55,Universitaria,36,Recursos Humanos,4,Alta,No,7652.03
3414,63,Secundaria,40,TI,11,Media,No,8065.7
3415,25,Postgrado,3,Finanzas,10,Media,No,3902.02
3416,60,Universitaria,40,Finanzas,12,Alta,Sí,7891.37
3417,37,Universitaria,16,Marketing,12,Alta,No,5899.74
3418,50,Secundaria,30,Recursos Humanos,7,Muy Alta,No,6135.29
3419,43,Universitaria,24,Marketing,5,Media,No,5828.51
3420,56,Universitaria,35,Marketing,13,Alta,No,7687.73
3421,38,Técnica,17,Recursos Humanos,8,Muy Alta,No,5369.92
3422,59,Secundaria,36,Recursos Humanos,13,Muy Alta,No,7317.22
3423,60,Técnica,40,TI,12,Alta,Sí,8159.18
3424,58,Universitaria,39,Recursos Humanos,9,Alta,Sí,8120.81
3425,26,Técnica,8,Recursos Humanos,11,Muy Alta,Sí,3978.8
3426,41,Universitaria,19,Marketing,10,Baja,No,5270.01
3427,54,Universitaria,33,Finanzas,15,Muy Alta,Sí,7479.11
3428,58,Técnica,37,Ventas,10,Muy Alta,Sí,8176.77
3429,34,Secundaria,10,Finanzas,4,Muy Alta,Sí,4149.44
3430,41,Universitaria,22,Recursos Humanos,13,Muy Alta,Sí,6437.74
3431,38,Postgrado,19,Ventas,8,Media,Sí,6482.24
3432,56,Postgrado,34,Recursos Humanos,18,Baja,Sí,7785.39
3433,58,Universitaria,39,TI,12,Media,Sí,7893.73
3434,56,Técnica,36,Recursos Humanos,9,Media,No,7171.23
3435,30,Universitaria,10,Ventas,19,Media,No,4549.62
3436,28,Técnica,5,TI,15,Alta,No,3961.11
3437,63,Universitaria,40,Ventas,14,Muy Alta,No,8518.3
3438,36,Técnica,16,TI,9,Media,No,4598.68
3439,28,Técnica,6,Marketing,8,Alta,No,4205.29
3440,30,Universitaria,9,Ventas,9,Media,No,4021.43
3441,63,Postgrado,40,Marketing,7,Alta,Sí,8956.99
3442,62,Técnica,39,Marketing,10,Media,No,7717.85
3443,18,Técnica,0,Recursos Humanos,10,Baja,Sí,2873.16
3444,57,Técnica,37,Finanzas,8,Media,Sí,7237.84
3445,61,Técnica,38,TI,13,Media,Sí,6880.6
3446,36,Técnica,14,Ventas,10,Muy Alta,No,4550.56
3447,29,Secundaria,5,Marketing,15,Alta,No,3538.47
3448,25,Universitaria,1,Recursos Humanos,10,Alta,Sí,3894.45
3449,25,Universitaria,1,Ventas,11,Alta,No,4083.62
3450,62,Técnica,40,Recursos Humanos,5,Alta,No,7937.76
3451,29,Universitaria,6,Ventas,8,Alta,Sí,4375.32
3452,65,Universitaria,40,Recursos Humanos,10,Muy Alta,No,8289.83
3453,50,Postgrado,29,Recursos Humanos,9,Muy Alta,No,7411.59
3454,62,Universitaria,40,Finanzas,7,Alta,Sí,8435.74
3455,43,Técnica,24,Marketing,11,Muy Alta,Sí,6884.05
3456,56,Universitaria,32,TI,7,Muy Alta,No,7629.22
3457,45,Universitaria,24,TI,13,Alta,No,6271.16
3458,22,Postgrado,0,Ventas,9,Baja,Sí,3386.8
3459,25,Universitaria,6,Ventas,9,Alta,No,3563.56
3460,42,Técnica,22,Finanzas,9,Media,Sí,5340.44
3461,44,Secundaria,20,Ventas,13,Muy Alta,No,5305.15
3462,63,Universitaria,39,TI,10,Media,No,7980.65
3463,40,Secundaria,16,Marketing,9,Muy Alta,Sí,4803.4
3464,47,Universitaria,28,Finanzas,10,Alta,Sí,7347.42
3465,62,Secundaria,40,Ventas,10,Alta,Sí,7984.49
3466,64,Universitaria,40,Finanzas,10,Muy Alta,No,8633.22
3467,40,Universitaria,22,Finanzas,9,Muy Alta,No,6668.71
3468,64,Postgrado,40,Finanzas,6,Media,No,8793.52
3469,37,Postgrado,17,Ventas,10,Baja,No,5337.89
3470,35,Universitaria,13,Recursos Humanos,9,Alta,No,4909.68
3471,35,Técnica,11,Ventas,9,Baja,Sí,4183.4
3472,19,Secundaria,0,Ventas,14,Alta,No,2698.51
3473,21,Universitaria,0,Ventas,5,Media,Sí,2935.09
3474,47,Universitaria,25,Ventas,8,Media,No,6425.46
3475,50,Secundaria,30,Ventas,7,Media,No,6191.8
3476,53,Universitaria,33,Finanzas,7,Alta,No,7786.34
3477,35,Postgrado,11,Finanzas,11,Alta,No,4755.61
3478,54,Universitaria,36,Ventas,17,Muy Alta,Sí,8463.0
3479,36,Universitaria,13,Marketing,13,Media,Sí,5653.02
3480,64,Técnica,40,Marketing,4,Media,No,7473.6
3481,45,Postgrado,24,Recursos Humanos,8,Media,No,6353.21
3482,57,Técnica,37,Marketing,7,Alta,Sí,7783.11
3483,37,Técnica,16,TI,8,Baja,Sí,4948.37
3484,50,Universitaria,27,TI,9,Muy Alta,Sí,6446.74
3485,29,Universitaria,6,Marketing,10,Muy Alta,No,4680.32
3486,32,Universitaria,8,Ventas,13,Alta,No,3929.58
3487,58,Universitaria,36,Marketing,8,Media,No,7854.35
3488,56,Universitaria,32,TI,14,Media,No,6591.72
3489,19,Secundaria,0,Marketing,12,Baja,No,2198.43
3490,46,Universitaria,28,Finanzas,10,Media,Sí,7096.33
3491,58,Postgrado,37,Recursos Humanos,8,Media,No,7876.73
3492,27,Universitaria,8,Finanzas,15,Alta,No,4803.54
3493,19,Universitaria,1,Finanzas,12,Alta,Sí,3787.66
3494,28,Postgrado,7,Recursos Humanos,11,Muy Alta,Sí,5076.38
3495,30,Postgrado,11,Ventas,16,Alta,No,5057.86
3496,27,Secundaria,7,Recursos Humanos,5,Muy Alta,Sí,3673.96
3497,31,Técnica,10,Ventas,7,Baja,No,4474.72
3498,35,Postgrado,16,TI,12,Media,No,5610.04
3499,26,Universitaria,3,Marketing,5,Media,No,3177.34
3500,56,Universitaria,38,TI,5,Muy Alta,No,8409.32
3501,45,Postgrado,26,TI,6,Media,No,6301.08
3502,20,Universitaria,0,TI,11,Media,Sí,3417.06
3503,37,Universitaria,13,Marketing,9,Media,No,4459.72
3504,23,Secundaria,2,Ventas,14,Alta,Sí,2933.08
3505,44,Universitaria,23,Recursos Humanos,12,Media,No,6115.3
3506,19,Técnica,0,Ventas,2,Alta,No,3172.67
3507,46,Secundaria,26,Ventas,5,Muy Alta,Sí,5856.29
3508,55,Técnica,37,Finanzas,9,Media,No,7422.7
3509,20,Postgrado,0,Marketing,11,Muy Alta,No,3535.23
3510,33,Postgrado,15,Ventas,7,Media,No,5769.63
3511,47,Postgrado,28,Ventas,13,Media,No,7027.96
3512,57,Técnica,34,TI,9,Media,No,7017.76
3513,19,Universitaria,0,Finanzas,9,Alta,No,3242.93
3514,34,Secundaria,16,Recursos Humanos,13,Muy Alta,Sí,4853.33
3515,58,Universitaria,40,Finanzas,8,Alta,Sí,8690.63
3516,29,Universitaria,6,TI,15,Alta,Sí,4505.53
3517,52,Postgrado,31,TI,8,Baja,Sí,7588.52
3518,60,Técnica,38,TI,14,Media,Sí,7461.27
3519,18,Universitaria,0,Marketing,7,Media,No,3216.12
3520,62,Secundaria,40,TI,5,Baja,No,7266.93
3521,32,Técnica,8,Ventas,14,Alta,No,4061.68
3522,43,Técnica,20,Marketing,8,Media,Sí,5621.49
3523,54,Universitaria,31,TI,10,Alta,No,7039.3
3524,38,Técnica,18,Marketing,12,Alta,No,4953.92
3525,48,Técnica,26,Ventas,14,Media,No,6207.34
3526,42,Universitaria,23,TI,15,Alta,No,5845.34
3527,40,Secundaria,19,TI,12,Muy Alta,No,5902.0
3528,41,Universitaria,20,Ventas,9,Media,Sí,5746.88
3529,55,Universitaria,36,TI,11,Baja,No,7304.16
3530,45,Postgrado,26,Ventas,12,Media,No,6844.81
3531,38,Secundaria,16,TI,15,Alta,No,4867.91
3532,60,Secundaria,40,TI,6,Alta,No,7433.04
3533,35,Secundaria,16,Finanzas,9,Alta,No,4773.06
3534,53,Técnica,33,Marketing,11,Alta,No,6956.4
3535,52,Técnica,28,Recursos Humanos,9,Media,No,6671.83
3536,62,Técnica,40,Finanzas,12,Alta,No,8212.97
3537,26,Postgrado,5,Finanzas,9,Muy Alta,No,4490.59
3538,55,Técnica,33,Marketing,8,Alta,No,6975.51
3539,47,Técnica,26,Finanzas,10,Media,Sí,6047.63
3540,61,Universitaria,39,Ventas,12,Alta,No,8171.13
3541,51,Técnica,33,Finanzas,9,Alta,Sí,7400.03
3542,49,Universitaria,28,Recursos Humanos,13,Muy Alta,No,7275.91
3543,20,Universitaria,2,Ventas,10,Alta,No,3777.23
3544,20,Técnica,0,Marketing,15,Muy Alta,Sí,3586.05
3545,45,Universitaria,26,Marketing,12,Muy Alta,Sí,6956.29
3546,61,Universitaria,37,Marketing,11,Alta,No,8225.18
3547,32,Universitaria,11,Ventas,8,Alta,No,4710.71
3548,58,Técnica,40,Marketing,9,Media,No,8325.76
3549,40,Postgrado,17,Marketing,13,Alta,No,6313.29
3550,57,Postgrado,36,Recursos Humanos,5,Alta,No,8059.64
3551,28,Técnica,7,TI,10,Media,Sí,3911.36
3552,65,Secundaria,40,TI,19,Alta,No,6740.03
3553,49,Postgrado,29,TI,11,Muy Alta,No,7161.35
3554,53,Universitaria,35,Marketing,12,Media,No,7375.79
3555,50,Técnica,32,Ventas,6,Media,Sí,6794.39
3556,41,Técnica,20,Marketing,11,Alta,No,5711.92
3557,56,Técnica,37,TI,11,Media,Sí,7776.08
3558,51,Postgrado,30,Recursos Humanos,9,Muy Alta,Sí,7301.17
3559,45,Técnica,25,Marketing,6,Alta,Sí,5936.72
3560,54,Universitaria,32,Marketing,7,Baja,No,6517.91
3561,24,Universitaria,4,Marketing,15,Alta,No,3581.6
3562,21,Técnica,2,Ventas,7,Alta,No,3367.23
3563,54,Secundaria,33,Recursos Humanos,15,Alta,Sí,7219.57
3564,18,Universitaria,0,Recursos Humanos,11,Media,No,3692.05
3565,18,Secundaria,0,Recursos Humanos,9,Media,No,2950.45
3566,64,Universitaria,40,Recursos Humanos,12,Alta,No,7747.69
3567,37,Técnica,16,TI,8,Baja,No,4517.34
3568,36,Universitaria,17,Marketing,6,Alta,No,5574.29
3569,46,Universitaria,28,Recursos Humanos,14,Alta,No,7108.37
3570,27,Técnica,7,Finanzas,8,Alta,Sí,3367.42
3571,35,Postgrado,13,Finanzas,9,Alta,Sí,5322.97
3572,45,Universitaria,23,TI,11,Media,Sí,6652.94
3573,52,Secundaria,28,Finanzas,8,Alta,No,6122.15
3574,60,Postgrado,39,Finanzas,11,Media,No,8748.81
3575,64,Técnica,40,Finanzas,15,Media,No,7977.7
3576,48,Secundaria,24,TI,10,Baja,Sí,5250.0
3577,44,Universitaria,21,Marketing,13,Muy Alta,No,6393.43
3578,28,Universitaria,5,TI,8,Muy Alta,No,4616.69
3579,55,Universitaria,31,Ventas,11,Alta,No,7116.05
3580,22,Universitaria,3,Ventas,11,Alta,Sí,3804.39
3581,25,Secundaria,3,Finanzas,8,Muy Alta,No,3035.82
3582,51,Postgrado,31,Finanzas,13,Alta,No,7843.32
3583,65,Secundaria,40,Marketing,12,Alta,No,7879.73
3584,29,Universitaria,11,Finanzas,9,Media,Sí,4504.05
3585,55,Secundaria,34,Ventas,10,Media,Sí,6455.82
3586,18,Postgrado,0,Finanzas,6,Media,No,3452.65
3587,48,Secundaria,28,Marketing,16,Baja,No,5715.32
3588,21,Técnica,0,Ventas,5,Muy Alta,Sí,3686.51
3589,62,Secundaria,40,Finanzas,18,Muy Alta,No,8315.82
3590,22,Técnica,4,Marketing,9,Media,Sí,3371.07
3591,47,Secundaria,23,Marketing,5,Baja,No,5630.59
3592,41,Técnica,21,Ventas,9,Media,No,5137.3
3593,20,Universitaria,1,Ventas,8,Muy Alta,Sí,4151.38
3594,28,Secundaria,7,Ventas,6,Media,Sí,3945.79
3595,62,Universitaria,40,Marketing,15,Muy Alta,No,8221.71
3596,21,Técnica,0,Ventas,8,Muy Alta,No,3007.3
3597,43,Técnica,25,Ventas,8,Muy Alta,Sí,6548.09
3598,44,Universitaria,21,Marketing,11,Alta,No,6353.07
3599,63,Postgrado,40,Marketing,9,Muy Alta,No,8791.95
3600,60,Postgrado,40,Ventas,9,Alta,No,8907.48
3601,44,Postgrado,21,Ventas,11,Muy Alta,No,6776.53
3602,59,Secundaria,40,Ventas,12,Alta,No,7169.1
3603,23,Técnica,3,Marketing,6,Alta,No,3491.04
3604,32,Postgrado,11,Recursos Humanos,10,Muy Alta,No,5669.05
3605,47,Secundaria,24,TI,16,Muy Alta,No,5636.93
3606,59,Técnica,35,Finanzas,9,Alta,Sí,7277.13
3607,54,Universitaria,36,TI,10,Alta,No,8163.35
3608,54,Postgrado,31,Marketing,10,Baja,Sí,7270.77
3609,59,Técnica,35,Recursos Humanos,11,Muy Alta,No,7686.84
3610,54,Universitaria,30,Marketing,10,Alta,No,6574.07
3611,52,Universitaria,29,Ventas,9,Media,Sí,7087.0
3612,40,Universitaria,18,Finanzas,9,Media,Sí,5387.08
3613,23,Universitaria,0,TI,12,Alta,Sí,3187.07
3614,21,Técnica,0,Marketing,7,Muy Alta,Sí,3411.11
3615,35,Técnica,11,Recursos Humanos,8,Media,No,4506.45
3616,26,Universitaria,8,Ventas,11,Muy Alta,No,4940.54
3617,46,Técnica,25,Recursos Humanos,9,Media,Sí,6076.5
3618,30,Universitaria,11,Finanzas,8,Muy Alta,Sí,5012.09
3619,64,Universitaria,40,Recursos Humanos,5,Alta,No,7823.17
3620,34,Universitaria,11,Recursos Humanos,4,Media,Sí,4912.24
3621,62,Técnica,40,Ventas,8,Muy Alta,No,8109.96
3622,49,Postgrado,31,Recursos Humanos,10,Alta,Sí,7658.29
3623,65,Universitaria,40,Ventas,8,Alta,No,8176.84
3624,39,Universitaria,17,Finanzas,16,Alta,No,5828.56
3625,21,Secundaria,0,Marketing,12,Media,Sí,2965.86
3626,22,Universitaria,0,Ventas,17,Muy Alta,Sí,4176.84
3627,54,Secundaria,36,Marketing,12,Media,No,7143.56
3628,58,Universitaria,40,TI,11,Muy Alta,Sí,8538.86
3629,30,Técnica,6,Recursos Humanos,9,Muy Alta,No,3909.58
3630,51,Universitaria,29,Marketing,5,Baja,Sí,6660.77
3631,62,Universitaria,38,Recursos Humanos,9,Media,No,7829.33
3632,39,Técnica,15,Ventas,15,Alta,No,5204.24
3633,40,Postgrado,20,Recursos Humanos,8,Baja,No,5821.95
3634,20,Universitaria,0,Finanzas,5,Alta,Sí,3587.58
3635,59,Técnica,36,Marketing,12,Alta,No,7591.11
3636,51,Universitaria,30,Recursos Humanos,9,Media,No,7031.47
3637,49,Universitaria,25,Marketing,11,Alta,No,6279.35
3638,62,Técnica,39,Marketing,10,Alta,No,7708.53
3639,38,Universitaria,16,Finanzas,13,Alta,Sí,5301.95
3640,63,Secundaria,40,Ventas,10,Media,Sí,7359.7
3641,61,Técnica,39,Recursos Humanos,11,Muy Alta,Sí,8530.14
3642,38,Postgrado,20,TI,9,Baja,Sí,6212.86
3643,61,Técnica,38,Marketing,9,Baja,Sí,7641.44
3644,28,Postgrado,5,Ventas,10,Muy Alta,Sí,5024.48
3645,56,Universitaria,35,TI,9,Baja,Sí,6705.15
3646,21,Postgrado,0,Marketing,14,Media,Sí,3753.54
3647,18,Secundaria,0,TI,6,Muy Alta,Sí,3182.37
3648,45,Técnica,22,Recursos Humanos,12,Alta,Sí,5683.74
3649,41,Técnica,20,Recursos Humanos,14,Alta,Sí,5244.25
3650,52,Postgrado,31,Marketing,13,Alta,No,7497.59
3651,30,Técnica,11,Marketing,12,Media,Sí,4619.29
3652,64,Universitaria,40,Recursos Humanos,8,Media,Sí,8511.34
3653,51,Universitaria,29,Ventas,11,Alta,Sí,6726.6
3654,28,Técnica,6,TI,11,Alta,No,3967.95
3655,53,Secundaria,33,Marketing,7,Alta,No,6333.24
3656,34,Técnica,10,Marketing,9,Baja,Sí,4192.44
3657,52,Universitaria,28,Finanzas,7,Alta,No,6615.86
3658,35,Universitaria,13,TI,11,Alta,No,5227.47
3659,57,Técnica,38,Recursos Humanos,11,Muy Alta,No,8000.5
3660,39,Secundaria,19,Marketing,10,Muy Alta,No,5782.46
3661,41,Técnica,17,Marketing,6,Alta,No,5161.14
3662,36,Secundaria,14,Recursos Humanos,14,Alta,Sí,4777.61
3663,54,Secundaria,34,TI,9,Baja,Sí,6812.9
3664,56,Técnica,37,Ventas,11,Muy Alta,No,7651.0
3665,38,Universitaria,16,Recursos Humanos,9,Alta,No,5743.88
3666,25,Universitaria,7,Ventas,13,Alta,No,5073.0
3667,45,Universitaria,22,Marketing,15,Muy Alta,Sí,6438.82
3668,22,Universitaria,3,Ventas,5,Alta,Sí,3732.89
3669,34,Universitaria,13,Ventas,8,Alta,No,4344.12
3670,54,Técnica,33,Recursos Humanos,10,Alta,No,7775.2
3671,53,Universitaria,34,Marketing,10,Muy Alta,No,8097.69
